author,count
"Birkenhead, John, Sir, 1616-1679. Butler, Samuel, 1612-1680.",1
"Shakespeare, William, 1564-1616. Brewer, Anthony, fl. 1630-1655.",1
"Thomas, Elizabeth, 1677-1731.",1
"Bulstrode, Whitelocke",1
"Mildmay, William, Sir, 1705-1771.",1
"Assheton, William, 1641-1711.",1
"Wales, William, 1734?-1798.",1
"L'Hospital, marquis de 1661-1704.",1
"Robinson, John, of Norwich.",2
"Henry, the Minstrel, fl. 1470-1492.",3
"Warner, John, 1736-1800.",1
"Canning, George, d. 1771. Griffin, Gregory.",1
"Griffin, Gregory.",1
"O'Hara, Kane, 1714?-1782.",1
"Sargent, John, d. 1831.",1
"Mackenzie, Henry, 1745-1831,",1
"Holliday, Francis, 1717-1787.",2
"Halley, Edmond, 1656-1742.",6
"Davies, Thomas, 1713-1785. Johnson, Samuel, 1709-1784.",3
"Hopkinson, Francis, 1737-1791.",5
"Brook, Abraham, fl. 1789.",1
"Casway, R.",1
"Bowle, John, 1725-1788. Marston, John, 1575?-1634.",1
"Montesquieu, Charles de Secondat, baron de, 1689-1755.",6
"Percy, Thomas, 1729-1811.",12
"Lewis, D. 1683?-1760.",1
"Pilkington, Jane, fl. 1796-1815.",1
"Bourne, Vincent, 1695-1747.",1
"Reeve, Joseph, 1733-1820.",1
"Bowyer, William, 1699-1777.",3
"Toland, John.",2
"Pack, Richardson, 1682-1728.",2
"Wagstaffe, William, 1685-1725.",1
"Prior, Matthew, 1664-1721",2
"Greaves, John, 1602-1652.",2
"Linnecar, Richard, 1722-1800.",2
"Sedley, Charles, Sir, 1639?-1701.",2
"Arbuthnot, John, 1667-1735.",4
"Howard, Gorges Edmond, 1715-1786.",2
"Jones, Mary, -1778.",1
"Pray, Mary Jones Airy, 1778-1856.",1
"Gardenstone, Francis Garden, Lord, 1721-1793.",2
"Aubrey, John, 1626-1697.",1
"Pellisson, Georges.",1
"Wise, Joseph, fl. 1766-1779.",1
"Herring, Francis, d. 1628.",1
"Stackhouse, Thomas, ca. 1680-1752.",3
London Missionary Society.,2
"Mercurius Melancholicus, fl. 1648.",1
"Brice, Andrew, 1690-1773.",1
"Dinsdale, Joshua.",1
"Algarotti, Francesco, conte, 1712-1764.",2
"Tomkins, Thomas, 1637?-1675.",1
"Gueullette, Thomas-Simon, 1683-1766.",2
"Kelly, D.",1
"Rowlands, Henry, 1655-1723.",2
"Oldham, John, 1653-1683. Prior, Matthew, 1664-1721. Coward, William, 1657?-1725. Menton, L.",1
"Molière, 1622-1673.",3
"Griffiths, G. E. Griffiths, Ralph, 1720-1803.",143
"Bowyer, William, fl. 1719, Le Neve, John, 1679-1741,",1
"Parsons, Philip, 1729-1812.",2
"Achard, J.",1
"Percival, Thomas, 1740-1804.",1
Theophrastus.,1
"Morgan, Thomas, d. 1743.",1
"Gastrell, Francis, 1662-1725.",2
"Marmontel, Jean-François, 1723-1799.",3
"Comazzi, Giovanni Battista.",2
"Pye, Samuel.",2
"Goodwin, Thomas, 1586 or 7-1642.",1
"Dyer, G. 1743-1820.",1
"Clare, M. d. 1751.",2
"Sheldon, Richard, d. 1642?",1
"Hay, William, 1695-1755.",6
"Roscoe, William, 1753-1831.",1
"Asgill, John, 1659-1738.",1
"Ireland, Samuel, d. 1800.",2
"Wingate, Edmund, 1596-1656.",2
University of Cambridge.,2
"Woty, William, 1731?-1791.",1
"Adamson, H. 1581?-1639.",1
Royal Society of Arts (Great Britain),25
"Leake, William.",3
"Croce, Giovanni, ca. 1557-1609.",1
"Yonge, Nicholas, d. 1619,",1
"Veal, George, fl. 1774-1818,",1
"Rationalis, Theophilus, pseud.",1
"Painter, John.",1
"Andrews, Miles Peter, d. 1814.",1
"Monsigny, Madame,",1
Passionate lover of his country.,1
Great Britain. Court of King's Bench.,1
"Erskine, James Francis, 1743-1806.",1
"Stewart, Robert.",1
"Hodgkinson, John, 1767-1805.",1
"Hand, Impartial. Impartial hand.",1
"Anderson, Aeneas.",3
Protestant association. London.,1
"De Laune, Thomas, -1685.",2
"Salīm Allāh, Munshī.",1
"Dugdale, Richard.",1
"Dechaumereix, M.",1
"De Courcy, Richard, 1743-1803.",2
"Buffon, Georges Louis Leclerc, comte de, 1707-1788.",4
"Kotzebue, August von, 1761-1819.",4
"Sacheverell, Henry, 1674?-1724.",2
Great Britain. Admiralty. Great Britain. Commissioners of Longitude. Great Britain. Nautical Almanac Office.,32
"Harris, Joseph, 1758?-1789.",1
"Hervey, Frederic.",10
"Wilson, Henry, 18th cent.",1
"Nicholson, William, master attendant of Chatham dockyard.",1
"Bousell, John.",1
"Burnet, Thomas, Sir, 1694-1753.",2
"Cunn, Mr.",1
"Jackson, William.",3
"Mauduit, Antoine René, 1731-1815.",1
"Bacon, Matthew, fl. 1730.",7
"Paterson, Daniel, 1739-1825.",1
"Paterson, Daniel, 1738-1825.",4
"Wilcocke, Samuel Hull, 1766?-1833",2
"Jones, Jeremiah, 1693-1724.",4
Juvenal.,1
"Bate, Julius, 1711-1771.",1
"Kippis, Andrew, 1725-1795.",16
"Sympson, Samuel.",1
"Wallace, William, 1768-1843.",1
"Fovargue, Stephen.",1
"Tapner, John.",1
France.,1
"Coats, James.",1
"Stevens, John, d. 1726.",1
"Herbert, William, 1718-1795.",1
"Child, Josiah, Sir, 1630-1699.",1
"La Hire, Philippe de, 1640-1718.",1
"Muller, John, 1699-1784.",5
"Brown, George, Rev.",1
"Hoffmann, Friedrich, 1660-1742.",1
"Meyrick, William, b. ca. 1770.",1
"Crichton-Stuart, James Frederick Dudley, 1824-1891. Almon, John, 1737-1805.",5
"Scott, James.",2
"Heron, Robert, 1764-1807.",6
"Belfour, John.",2
"Chancel, A. Doriac, pseud.?",1
"La Roche, Michael de, fl. 1710-1731,",12
"Hayes, Richard, accomptant and writing-master.",1
"Lancelot, Claude, 1615?-1695.",4
"Fitzherbert, Anthony, 1470-1538.",1
"Campe, Joachim Heinrich, 1746-1818.",6
"Johnson, J.",2
"Malcolm, Alexander, 1685-1763.",2
"Büsching, Anton Friedrich, 1724-1793.",9
"Varlo, Charles, ca. 1725-ca. 1795.",3
"Mills, John, d. 1784?",5
"Bryant, Jacob, 1715-1804.",7
"Neuville, Charles Frey de, 1693-1774.",1
"Sedgwick, James.",1
"O'Halloran, Sylvester, 1728-1807.",1
"Tate, Nahum, 1652-1715. Brady, Nicholas, 1659-1726.",1
"Brady, Nicholas, 1659-1726.",2
"Smith, William, surveyor.",1
"Leguat, François, 1637-1735.",1
"La Martinière, Pierre Martin de, 1634-1690.",1
"Norman, Robert, fl. 1590.",1
"Haslop, Henry, fl. 1586-1591.",1
"Ralph, James, d. 1762.",3
"Hammond, Henry, 1605-1660.",1
"Beatniffe, Richard, 1740-1818.",1
"Mallet, Paul Henri, 1730-1807.",5
"Crawfurd, Thomas d. 1662.",1
"Settle, Elkanah, 1648-1724.",1
"Dimock, Henry, d. 1810.",1
"Douglas, Andrew.",1
Bible. N.T. Greek,1
"Harington, John, Sir, 1560-1612.",6
"[Leake, Stephen Martin] 1702-1773.",1
"Portal, Abraham, 1726-1809.",2
"Tansillo, Luigi, 1510-1568.",1
"Ramsay, James, 1733-1789.",1
"La Fosse, Étienne-Guillaume, d. 1765.",1
"Stuart, Gilbert, 1742-1786.",3
"Jones, William, 1726-1800.",3
"Shuckburgh-Evelyn, George Augustus William, Sir, 1751-1804.",1
"Millar, John, 1733-1805.",1
"Harmer, Thomas, 1714-1788.",4
"Langwith, Benjamin, 1684?-1743.",1
"Plumptre, James, 1770-1832.",1
"Bigland, Ralph, 1711-1784.",1
"Hamilton, William, Sir, 1730-1803.",2
"Scrafton, Luke.",2
"Pemberton, Henry, 1694-1771.",3
"Franklin, Benjamin, 1706-1790.",1
"Borlase, William, 1695-1772.",3
"Boothby, Brooke, Sir, 1743-1824",2
"Harper, Robert Goodloe, 1765-1825.",1
"Owen, Henry, 1716-1795.",1
"Hill, John, 1709?-1775.",1
"St. John, John, 1746-1793.",1
"Sheffield, John Holroyd, Earl of, 1735-1821.",1
"Beddoes, Thomas, 1760-1808.",2
"Porter, James, Sir 1710-1786.",1
"Twining, Richard.",1
"Symonds, John, 1914-2006.",2
"Barry, Edward, Sir, 1696-1776.",1
"Wheeler, Dr.",1
"Brown, William, Barrister-at-Law.",1
"Collins, William, 1721-1759.",1
Horace.,11
"Browne, Peter, ca. 1666-1735.",2
"Rapin, René, 1621-1687.",1
"Manwaring, Edward.",1
"Pennant, Thomas, 1726-1798.",6
"Rymer, Thomas, 1641-1713.",1
"Hutchinson, C.",1
"Ascham, Antony, d. 1650.",1
"Thorndike, Herbert, 1598-1672.",1
"Ham, John, mathematician,",1
"Charron, Pierre, 1541-1603.",2
"Nelson, William, b. 1653.",1
"Boyd, Robert.",4
Great Britain. Foreign Office.,2
"Washington, George, 1732-1799.",3
"O'Flaherty, Roderic, 1629-1718.",4
"Evans, Thomas, 1742-1784.",7
"Reeve, Clara, 1729-1807.",4
"Davenant, Charles, 1656-1714.",15
"Monro, Thomas, 1764-1815.",1
"Temple, William Johnston, 1739-1796.",1
"Ogden, James.",1
"Smart, Christopher, 1722-1771.",2
"Ellenborough, Edward Law, Baron, 1750-1818.",1
"Kriegel, Abraham",1
Eye witness.,1
"Skelton, Philip, 1707-1787.",2
"Eyre, James, Sir, 1734-1799.",1
"Marlborough, Sarah Jennings Churchill, Duchess of, 1660-1744.",1
"Walkington, Thomas, -1621.",1
"Newton, Isaac, Sir, 1642-1727.",3
"Binney, Barnabas, 1751-1787.",1
"Ilive, Jacob, 1705-1763.",1
"Fordyce, James, 1720-1796. Savage, Samuel Morton, 1721-1791. Spilsbury, Francis. Furneaux, Philip, 1726-1783. Amory, Thomas, 1701-1774. Richards, William. Chandler, Samuel, 1693-1766.",1
"Green, C. H.",25
"Dalrymple, Alexander, 1737-1808.",2
"Massey, W. 1691-1764?",3
"Astle, Thomas, 1735-1803.",1
"Goguet, Antoine Yves, 1716-1758.",3
"Lillie, Charles.",2
"Phipps, Joseph, 1708-1787.",1
"Miranda, Francisco de, 1750-1816.",1
Bengal (India). Governor.,1
"Vernon, Edward, 1684-1757.",1
"Muhammad 'Alī Khān, Umdat al-Mulk Anwar al-Din, nawab of Arcot, 1717?-1795. Pigot, George Pigot, Baron, 1719-1777.",1
Bengal (India). Supreme Court of Judicature.,1
"Beaumont, Joseph, 1616-1699.",1
"Stevenson, William, ca. 1719-1783.",2
"Wollstonecraft, Mary, 1759-1797.",1
"King, William, 1663-1712.",8
"Crenius, Thomas, 1648-1728.",1
"Cumberland, Richard, 1631-1718.",2
"Barton, Benjamin Smith, 1766-1815.",1
"Ariosto, Lodovico, 1474-1533.",5
"Robertson, Thomas, d. 1799.",1
"Jameson, Robert, 1774-1854.",2
"Gifford, Richard, 1725-1807.",1
"Radcliffe, Alexander, fl. 1669-1696.",1
"O'Roon, Hellen, pseud.",1
"Merry, Robert, 1755-1798.",1
"Wilson, David.",2
"Fry, Edmund, 1754-1835.",1
"Bristol, George William Hervey, 2d earl of, 1721-1775. Pitt, William, Earl of Chatham, 1708-1778.",1
"Gother, John, d. 1704.",1
"Shepard, Thomas, 1605-1649.",1
"Laurence, John, 1668-1732.",1
English Limner.,2
"Shaw, Joseph, 1671-1733.",1
Ireland. Parliament. House of Commons.,15
"Morgan, Walter.",1
"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773,",2
"Delamayne, Thomas Hallie.",2
"Lewis, Edward, 1701-1784.",1
"Harrod, W. d. 1819.",1
"Bentley, R. 1708-1782.",1
"Hentzner, Paul, 1558-1623.",1
"Herle, Charles, 1598-1659.",1
"Conder, John, 1714-1781.",1
"Milward, Thomas.",1
"Bullock, Christopher, 1690?-1724.",1
"Baker, William, 1742-1785.",1
"Andrewes, R., 17th cent.",1
"Thelwall, John, 1764-1834.",1
"Todd, Thomas.",1
"Pigott, Charles, d. 1794.",2
Saʻdī.,2
"Pétis de La Croix, François, 1653-1713.",3
"Gomez, Madame de, 1684-1770.",1
"Ouseley, William, Sir, 1767-1842",2
"Ray, John, 1627-1705.",3
"Faden, William, 1749-1836.",1
Phalaris,1
"James, R. 1703?-1776.",2
"Featley, Daniel, 1582-1645.",1
"Ogilvie, John, 1733-1813.",6
"Gregory, James, 1753-1821.",2
"Raynal, abbé 1713-1796.",8
"Raynal, abbé 1713-1796",24
"Hutchinson, John, 1674-1737.",12
"Regnault, Père 1683-1762.",3
"Swediaur, F. 1748-1824.",8
"Pauw, Cornelius, 1739-1799.",5
Académie des sciences (France),5
"Cheyne, George, 1671 or 2-1743.",1
"Courtenay, John, 1738-1816.",2
"Campbell, Thomas, 1733-1795.",2
Royal Society (Great Britain),3
"Argens, Jean-Baptiste de Boyer, marquis d', 1704-1771.",1
"Dudgeon, William, fl. 1765.",1
"Chantreau, 1741-1808.",1
"Domcke, George Peter.",1
"Anderson, Walter, 1723-1800.",2
"Stukeley, William, 1687-1765.",1
"Thornton, Robert John, 1768?-1837.",1
"Smellie, William, 1740-1795.",3
"Croll, Oswald, approximately 1560-1609.",1
"Le Cat, Claude-Nicolas, 1700-1768.",1
Phaedrus.,1
"Hugo, Herman, 1588-1629.",1
"Fellowes, Robert, 1771-1847.",1
"Archenholz, Johann Wilhelm von, 1743-1812.",3
"Waring, Robert, 1614-1658.",1
"Wagstaffe, Thomas, 1724-1804.",1
"Fletcher, John, 1579-1625.",3
"[Baron, Richard] d. 1766,",4
"Fletcher, Phineas, 1582-1650.",1
"Crumpton, William.",1
"Lee, Nathaniel, 1653?-1692.",1
"Tremaine, John, Sir, d. 1694.",3
"Laing, David, 1793-1878.",1
"Fisher, A. 1719?-1778.",1
"Philolethes, pseud.",1
"Newton, Richard, 1676-1753.",1
Plutarch.,13
"Biddolf, John.",1
"Cumberland, George.",1
"Eames, John, 17th cent.",1
"Robertson, J., fl. 1770-1790.",1
"Bowdler, Miss 1743-1784.",2
"Lely, Richard.",1
"Pitt, Christopher, 1699-1748.",1
"Blacklock, Thomas, 1721-1791.",4
"Grahame, James, 1765-1811.",1
"Catullus, Gaius Valerius.",3
"Minot, Laurence, 1300?-1352?",1
"Beverley, Charlotte.",1
"Pilkington, Matthew, d. 1774.",1
"[Fitzgerald, Thomas] d. 1752.",1
"Cotton, John Daniel, 1730?-1779.",1
"Amhurst, N. 1697-1742.",1
"Miller, John, Surgeon's Mate, R.N.",1
"Chudleigh, Mary Lee, Lady, 1656-1710.",1
"Masters, Mary, Mrs., d. 1759?",1
"Barber, Mary, 1690?-1757.",1
"Wesley, Samuel, 1691-1739.",1
"Boyce, Samuel, -1775.",1
"Hamilton, William, 1704-1754.",1
"Duck, Stephen, 1705-1756.",2
"Woodhouse, James, 1735-1820",1
"Lovibond, Edward, 1724-1775.",1
"Farquhar, William, b. 1771?",1
"Say, Samuel, 1676-1743.",1
"Clark, John, Dissenting minister, Trowbridge.",1
"Anketell, John, b. 1750?",2
"Woodhouse, James, 1735-1820.",1
"Foot, Daniel.",1
"Winscom, Jane Cave, fl. 1783-1786.",1
"Winscom, Jane (Cave) Mrs.",1
"Norris, Henry.",1
"Murry, Ann, 18th cent.",2
"Reeves, Eliza.",1
"Lane, William.",1
"Anderson, R. 1770-1833.",1
"Day, Eliza, approximately 1734-",1
"Tomkins, Thomas, 1743-1816,",1
"Pomfret, John, 1667-1702.",1
"Leapor, Mrs. 1722-1746.",3
"Congreve, William, 1670-1729.",2
"Marriott, James, Sir, 1730?-1803.",1
"Winstanley, John, 1678?-1750.",1
"Alcock, Mary Cumberland, d. 1798.",2
"Underwood, T.",1
"Cawthorn, James, 1719-1761.",1
"Mylne, James, 1737-1788.",2
"Carlisle, Frederick Howard, Earl of, 1748-1825.",1
"Pearson, Susanna.",2
"Iolo, Morganwg, 1747-1826.",2
"Jago, Richard, 1715-1781",2
"Williams, Helen Maria, 1762-1827 Pope, Alexander, 1688-1744.",1
"Yearsley, Ann, 1753-1806.",1
"Chatterton, Thomas, 1752-1770.",1
"Penny, Anne, 18th cent.",1
"Dodd, William, 1729-1777.",9
"Gerrard, John.",1
"Logan, John, 1748-1788.",2
"Hughes, Mrs. fl. 1784-1816.",1
"Cowper, William, 1731-1800.",7
"Dakeyne, D.",1
"Barbauld, Mrs. 1743-1825.",1
"Kendall, William.",1
"Burrell, Sophia, Lady, 1750?-1802.",3
"Huntingtower, Catherine Rebecca Grey Talmash, baroness, 1766 or 7-1852.",1
"Harley, George Davies, d. 1811.",2
"Hoccleve, Thomas, 1370?-1450?",1
"Townshend, Thomas, of Gray's Inn.",1
"Fawcett, Joseph, 1758-1804.",1
"Perfect, William, 1737-1809.",1
"Roberts, W. H. 1734-1791.",2
"Cooke, William, b. 1745 or 6.",1
Tibullus.,4
"Little, Janet, 1759-1813.",1
"Daniel, Samuel, 1562-1619.",2
"Plantin, Arabella.",1
"Savage, Richard, d. 1743.",5
"Shenstone, William, 1714-1763.",14
"Preston, William, 1753-1807.",4
"Bishop, Samuel, 1731-1795.",1
"Petty, William, Sir, 1623-1687.",3
"Butler, John.",1
"Mullalla, James.",3
"Broughton, Thomas.",1
"Dutot, 18th cent.",1
"Fletcher, Andrew, 1655-1716.",1
"Greene, Edward Burnaby, d. 1788.",2
"Macaulay, Aulay.",1
"Shepherd, R. (Richard), 1732?-1809.",1
"Mannock, John, 1677-1764.",1
"Ryves, Edmund.",1
"Chilton, John,",1
"Dickens, Thomas, d. 1789.",1
"Griffith, Richard, d. 1788.",1
"Seed, Jeremiah, 1700-1747.",4
"South, Robert, 1634-1716.",1
"Segrais, Jean Regnauld de, 1624-1701.",1
"Noodt, Gerard, 1647-1725.",1
"Dean, John.",1
"Maxwell, Robert, 1695-1765.",1
"Pain, William, 1730?-1790?",1
"Scruton, James.",1
"Blackall, Offspring, 1654-1716.",1
"Mangey, Thomas, 1688-1755.",1
"Edgeworth, Maria, 1767-1849.",1
"Adam, James, active 1789-1810.",1
"Gardiner, James, d. 1732.",1
"Le Clerc, Sébastien, 1637-1714.",1
"Marshall, Charles.",1
"Hoppus, E.",1
"Waddington, Robert.",1
"Moore, John Hamilton, d. 1807.",1
"Knigge, Adolf, Freiherr von, 1752-1796.",3
"Hammond, John.",1
"Fisher, Richard Barnard.",1
"Bayly, Anselm, d. 1794",1
"Wilberforce, William, 1759-1833.",2
"Scroggs, William, Sir, 1623?-1683.",1
"Sutcliffe, Matthew, 1550?-1629.",1
"Bernard, Jean Frédéric, d. 1752,",1
"Holcombe, J. Long, Edward, 1734-1813.",1
"Cooke, John, Rector of Wentnor, Salop.",3
"Ryland, John, 1723-1792.",1
"Des Carrieres, A. J.",2
"Horbery, Matthew, 1706 or 7-1773.",1
"Robinson, John, fl. 1767-1771.",1
"Maidment, James.",1
"Barnard, John, Sir.",1
Lover of his country.,1
"Miege, Guy, 1644-1718?",2
"Cheńier, Louis de, 1722-1795.",1
"Reid, Andrew, d. 1767?",25
"Aglionby, William d. 1685.",1
"Edwards, Jonathan, 1629-1712.",1
"Prestwich, John, d. 1795.",2
"Gurdon, Brampton, d. 1741.",1
"Hickeringill, Edmund, 1631-1708.",1
"Lynford, Thomas, 1650-1724.",1
"Marcus, Moses, b. 1701.",1
"Home, Francis.",1
"Bowman, Thomas.",1
"Adam, Alexander, 1741-1809.",1
"Dundas, David, Sir, 1735-1820.",1
"Steuart, James, Sir, 1712-1780.",1
"Paley, William, 1743-1805.",7
"Burlamaqui, J. J. 1694-1748.",2
"Batteux, Charles, 1713-1780.",1
"Smith, John, printer, fl. 1755.",1
"Atterbury, Francis, 1662-1732.",8
"Bertrand de Moleville, Antoine-François, marquis de, 1744-1818.",6
"Anglesey, Arthur Annesley, Earl of, 1614-1686.",1
"Great Britain. Parliament, 1667. House of commons.",1
"Jamaica. Assembly, 1795-1796.",1
Bengal (India),1
United States. Congress. House.,1
"Clermont, B.",1
"Boscawen, William, 1752-1811.",1
"Christian, T. P.",1
"Vauban, Sébastien Le Prestre de, 1633-1707.",1
"Tickell, Richard, 1751-1793.",3
"Stair, John Dalrymple, Earl of, 1720-1789.",2
"Propertius, Sextus.",1
"Mackworth, Humphrey, Sir, 1657-1727.",1
"Rumford, Benjamin, Graf von, 1753-1814.",1
"Colles, Christopher, 1738-1816.",1
"Stewart, Matthew, 1717-1785.",2
"Palmer, Samuel, 1741-1813.",1
"Pye, Charles.",1
"Tholén, Olle.",1
"Broughton, John, 1673 or 4-1720.",2
"Desaubiez, M.",1
"Bisse, Thomas, d. 1731.",1
"Smith, Samuel, lecturer of St. Albans.",1
"Mathias, Thomas James, 1754?-1835.",7
Horace,6
"Greene, Robert, 1558?-1592.",1
"Eisenmenger, Johann Andreas, 1654-1704.",1
"Moore, W. 1949-",2
"Hooper, William, M.D.",2
"Fletcher, John, 1729-1785.",2
"Clarke, Henry, 1743-1818.",2
"Pilkington, John Carteret.",1
E. W. 1605-1676.,1
"Yorke, Henry Redhead, 1772-1813.",1
J. V. C. d. 1672.,1
"Brooke, Henry, 1703?-1783.",4
Gentleman of Lincoln's-Inn.,1
"Winckelmann, Johann Joachim, 1717-1768.",3
Gentleman long resident in India.,1
"Montagu, Edward Wortley, 1713-1776.",5
"Champion, Judah, 1729-1810.",1
"Hotham, Richard, Sir.",1
"Baker, Thomas, 1656-1740.",1
"Bellegarde, M. l'abbé de 1648-1734.",1
"Pickering, Roger, d. 1755.",1
"Shaw, Peter, 1694-1763.",2
"Bowdler, John, 1746-1823.",3
"Hartlib, Samuel, d. 1662.",2
"Impey, Elijah, Sir, 1732-1809.",2
"Society for the Registry of Shipping (London, England)",2
"Northumberland, Henry Algernon Percy, Earl of, 1478-1527.",1
Great Britain. Privy Council.,1
"Duncan, Jonathan, 1756-1811,",1
"Fawcett, John, 1740-1817.",1
"Booth, Abraham, 1734-1806.",1
"Bourrit, Marc-Théodore, 1739-1819.",1
"Muratori, Lodovico Antonio, 1672-1750.",1
"J. R., a convert of Mr. Bays's. R., J., a convert of Mr. Bays's.",1
"Blout, Charles, 1654-1693.",1
"Banks, R. R.",1
"Wollaston, William, 1660-1724.",2
"Cowe, James.",1
"Nieuwentyt, Bernard, 1654-1718.",1
"Nieuwentijdt, Bernard, d. 1718.",3
"Brooke, Charlotte, 1740-1793.",1
"Parsons, James, 1705-1770.",2
"Raleigh, Walter, Sir, 1552?-1618.",1
"Izacke, Richard, 1624?-1698.",1
"Midon,Francis.",1
"Pugh, John.",1
"Pelagius, Porcupinus. Kenrick, W. (William), 1725?-1779. Morgan, McNamara, d. 1762.",2
"King, Edward, 1735?-1807.",1
"Annet, Peter, 1693-1769.",1
"Bradbury, Thomas, 1677-1759.",1
"Burton, John, 1696-1771.",1
"MacNicol, Donald, 1735-1802.",1
"Blackburne, Francis.",1
"Mayo, Henry, 1733-1793.",1
"Freeman, James, 1759-1835.",1
"Hole, Richard, 1746-1803.",1
"Markland, Jeremiah, 1693-1776.",1
"Falconer, William, 1744-1824.",1
"Lyon, John, 1734-1817.",1
"[Macfait, Ebenezer], d 1786.",1
"Simcoe, John Graves, 1752-1806.",1
"Moodie, John.",1
"Horsley, Samuel, 1733-1806.",2
"Boles, William, fl. 1731-1737. Alexander, the coppersmith.",1
"Gretton, Phillips, 1677 or 8-1746.",1
"Ducarel, Andrew Coltee, 1713-1785.",2
"Carnot, Lazare, 1753-1823.",1
"Buller, James.",1
"Lowndes, William, 1652-1724.",1
Great Britain. Parliament. House of Commons. Committee of Secrecy.,3
"Great Britain. Parliament. House of Commons. Committee on Petition of the Churchwardens, Overseers of the Poor, and Inhabitants of the Several Parishes in County of Middlesex.",1
Great Britain. Parliament. House of Commons. Select Committee to Enquire into East India Affairs.,1
Ireland. Courts.,1
Great Britain. Commissioners appointed to inquire into the Irish forfeitures.,1
"Great Britain. Commissioners for Taking, Examing and Stating the Public Accounts.",1
"Kirby, Ephraim.",1
Great Britain. Court of Chancery.,2
"Glanville, John, Sir, 1586-1661.",1
"Great Britain. Commissioners Appointed to Examine, Take, and State the Public Accounts of the Kingdom.",2
"Luders, Alexander, d. 1819.",3
"Dodd, Ralph, 1756-1822.",1
United States. Congress.,1
"Felltham, Owen, 1602?-1668.",1
"Philipps, Fabian, 1601-1690.",1
"Gentil, François.",2
"Owen, John, 1766-1822.",5
"United States. Census Office. 1st census, 1790.",1
"Huntingtower, Catherine Rebecca Grey Talmash, Baroness, 1766 or 7-1852.",1
"MacKenna, Theobald, d. 1808,",1
"Drummond, William, Sir, 1770?-1828.",1
"Fennell, James, 1766-1816.",2
"Heath, Benjamin, 1704-1766.",1
"Raynal, abbé 1713-1796.",1
"Vertot, abbé de, 1655-1735.",2
"Robinson, Richard, fl. 1574.",2
"Sedaine, 1719-1797.",1
"Hull, Thomas, 1728-1808.",1
"Arlington, Henry Bennet, Earl of, 1618-1685.",4
"Spence, Thomas, 1750-1814.",1
"Barrington, John Shute Barrington, Viscount, 1678-1734.",1
"Sarpi, Paolo, 1552-1623.",1
"Schiller, Friedrich, 1759-1805.",2
"Pignotti, Lorenzo, 1739-1812.",1
"Herbert, Isaac.",1
"Sheridan, Richard Brinsley, 1751-1816. Defoe, Daniel, 1661?-1731.",1
"Rohault, Jacques, 1618-1672.",4
"Wilcocks, Joseph, 1724-1791.",2
"Echard, Laurence, 1670?-1730.",4
"Goodwin, Thomas, 1586 or 1587-1642.",1
Livy.,3
"Fontanieu, Gaspard-Moïse-Augustin de, 1693-1767.",1
"Brooke, Frances, 1724?-1789.",1
"Trinity House (London, England)",1
"Vega, Garcilaso de la, 1539-1616.",2
"La Fontaine, Jean de, 1621-1695.",1
"Stevens, John, -1726.",1
"Yorke, Philip, 1743-1804",2
"Farroe, D.",1
"Murray, Mungo, d. 1770.",1
"Ruddiman, Thomas, 1674-1757.",1
"Dent, Arthur, d. 1607.",1
"Volney, C.-F. 1757-1820.",2
"Warwick, Philip, Sir, 1609-1683.",1
"Brome, Alexander, 1620-1666",1
"Georgi, Johann Gottlieb, 1738-1802.",7
"Augustine, Saint, Bishop of Hippo.",1
"Wilson, Thomas, 1663-1755.",5
"Brinsley, John, 1600-1665.",2
"Hunter, Henry, 1741-1802.",3
"Collyer, David, 1652-1724.",1
"Marshall, Stephen, 1594?-1655.",3
"Burnet, Thomas, 1635?-1715.",2
"Campbell, Archibald, 1726?-1780.",1
Sallustius.,1
"Huddesford, George, 1749-1809.",3
"Bond, John, 1612-1676.",1
Sanchuniathon.,1
"Sandys, George, 1578-1644.",1
"Shadwell, Thomas, 1642?-1692. Somers, John Somers, Baron, 1651-1716,",1
Persius.,1
"Henshall, Samuel, 1764?-1807.",2
"Cleeve, Bourchier, 1715-1760.",1
"Cosin, John, 1594-1672.",1
"Garretson, J.",1
"Newton, John, 1622-1678.",3
"Crokatt, Gilbert, fl. 1692-1708.",1
"Pinkerton, John, 1758-1826.",9
"Taylor, William, of Currie.",1
"Lewis, Thomas",1
"Harris, R.",1
"Taylor, John, 1694-1761.",2
"Robinson, Thomas, 1749-1813.",2
"Oliver, Peter, 1713-1791.",1
"Beverley, Thomas.",1
"Weld, Rev.",1
"J.A., J. A. Hepburn, John. Smith, Walter. Brown, John, 1610?-1679.",1
"Salisbury, Robert Cecil, Earl of, 1563-1612.",1
"Hooke, Nathaniel, 1664-1738.",3
"Ward, Edward, 1667-1731.",3
"Lavater, Johann Caspar, 1741-1801.",4
"Manley, Mrs. 1663-1724.",2
"Paradès, Victor Claude Antoine Robert, comte de, 1752-1786?",1
"Savage, John, 1673-1747.",1
"Pope, Alexander, 1688-1744 Urie, Robert, d. 1771, Lansdowne, George Granville, Baron, 1667-1735. Pope, Alexander, 1688-1744. Gay, John, 1685-1732. Congreve, William, 1670-1729. Addison, Joseph, 1672-1719. Hughes, John, 1677-1720. Prior, Matthew, 1664-1721",1
