author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total
"Bestuzhev-Ryumin, Mikhail Petrovich, graf, 1688-1760.",Bestuzhev-Ryumin,Mikhail Petrovich,,1688,1760,,,,,,,1,0.00010591
"Andrews, Miles Peter, d. 1814.",Andrews,Miles Peter,,,1814,,,,,,,1,0.00010591
"Marcus, Moses, b. 1701.",Marcus,Moses,,1701,,,,,,,,1,0.00010591
"Oldmixon, Mr. 1673-1742.",Oldmixon,Mr,,1673,1742,,,,,,,1,0.00010591
"Theobald, Mr. 1688-1744.",Theobald,Mr,,1688,1744,,,,,,,1,0.00010591
"Hook, Mr. 1746-1827.",Hook,Mr,,1746,1827,,,,,,,1,0.00010591
"Cunn, Mr.",Cunn,Mr,,,,,,,,,,1,0.00010591
"O'Connor, Mr.",O'Connor,Mr,,,,,,,,,,1,0.00010591
"Trimmer, Mrs. 1741-1810.",Trimmer,,Mrs,1741,1810,,,,,,,1,0.00010591
"Barbauld, Mrs. 1743-1825.",Barbauld,,Mrs,1743,1825,,,,,,,1,0.00010591
"Inchbald, Mrs., 1753-1821.",Inchbald,,Mrs,1753,1821,,,,,,,1,0.00010591
"Hughes, Mrs. fl. 1784-1816.",Hughes,,Mrs,fl. 1784-1816.,,,,,,,,1,0.00010591
"Fulhame, Mrs.",Fulhame,,Mrs,,,,,,,,,1,0.00010591
"Cooper, Mrs. fl. 1737.",Cooper,,Mrs,fl. 1737.,,,,,,,,1,0.00010591
"Campbell, Mungo, 1712-1770,",Campbell,Mungo,,1712,1770,,,,,,,1,0.00010591
"Murray, Mungo, d. 1770.",Murray,Mungo,,,1770,,,,,,,1,0.00010591
"SaliÌ„m AllaÌ„h, MunshiÌ„.",SaliÌ„m AllaÌ„h,MunshiÌ„,,,,,,,,,,1,0.00010591
"Davies, Myles, 1662-1716?",Davies,Myles,,1662,1716?,,,,,,,1,0.00010591
"Tate, Nahum, 1652-1715.",Tate,Nahum,,1652,1715,,,,,,,1,0.00010591
"Ziya al-Din, Nakhshabi.",Ziya al-Din,Nakhshabi,,,,,,,,,,1,0.00010591
"Ellison, Nathanael, 1656 or 7-1721.",Ellison,Nathanael,, 1656 or 7,1721,,,,,,,1,0.00010591
"Culverwel, Nathanael, d. 1651?",Culverwel,Nathanael,,,1651?,,,,,,,1,0.00010591
"Torriano, Nathanael, the elder.",Torriano,Nathanael,,,,,,,,,,1,0.00010591
"Hardy, Nathaniel, 1618-1670.",Hardy,Nathaniel,,1618,1670,,,,,,,1,0.00010591
"Appleton, Nathaniel, 1693-1784.",Appleton,Nathaniel,,1693,1784,,,,,,,1,0.00010591
"Lee, Nathaniel, 1653?-1692.",Lee,Nathaniel,, 1653?,1692,,,,,,,1,0.00010591
"Woodes, Nathaniel, fl. 1580.",Woodes,Nathaniel,, fl. 1580.,,,,,,,,1,0.00010591
"Hammond, Nathaniel, -1776.",Hammond,Nathaniel,,,1776,,,,,,,1,0.00010591
"Hammond, Nathaniel",Hammond,Nathaniel,,,,,,,,,,1,0.00010591
"Marchant, Nathaniel.",Marchant,Nathaniel,,,,,,,,,,1,0.00010591
"Newnham, Nathaniel.",Newnham,Nathaniel,,,,,,,,,,1,0.00010591
"Strong, Nathaniel.",Strong,Nathaniel,,,,,,,,,,1,0.00010591
"Cent, Nehemia.",Cent,Nehemia,,,,,,,,,,1,0.00010591
"Venuti, NiccolÃ² Marcello, marchese, 1700-1755.",Venuti,Niccolò Marcello,,1700,1755,,,,,,,1,0.00010591
"Saunderson, Nicholas, 1682-1739.",Saunderson,Nicholas,,1682,1739,,,,,,,1,0.00010591
"Robinson, Nicholas, 1697?-1775.",Robinson,Nicholas,, 1697?,1775,,,,,,,1,0.00010591
"Yonge, Nicholas, d. 1619,",Yonge,Nicholas,,,1619,,,,,,,1,0.00010591
"Bernard, Nicholas, d. 1661.",Bernard,Nicholas,,,1661,,,,,,,1,0.00010591
"Nipclose, Nicholas, Sir, baronet.",Nipclose,Nicholas,,,,,,,,,,1,0.00010591
"Perrault, Nicholas",Perrault,Nicholas,,,,,,,,,,1,0.00010591
"Vilant, Nicolas, d. 1807.",Vilant,Nicolas,,,1807,,,,,,,1,0.00010591
"Trublet, Nicolas-Charles-Joseph, Abbé, 1697-1770.",Trublet,Nicolas-Charles-Joseph,,1697,1770,,,,,,,1,0.00010591
"Knatchbull, Norton, Sir, 1602-1685.",Knatchbull,Norton,,1602,1685,,,,,,,1,0.00010591
"Sedgwick, Obadiah, 1600?-1658.",Sedgwick,Obadiah,, 1600?,1658,,,,,,,1,0.00010591
"Caradoc, of Llancarvan, d. 1147?",Caradoc,of Llancarvan,,,1147?,,,,,,,1,0.00010591
"Bion, of Phlossa near Smyrna",Bion,of Phlossa near Smyrna,,,,,,,,,,1,0.00010591
"Blackall, Offspring, 1654-1716.",Blackall,Offspring,,1654,1716,,,,,,,1,0.00010591
"Sansom, Oliver, 1636-1710.",Sansom,Oliver,,1636,1710,,,,,,,1,0.00010591
"Tholén, Olle.",Tholén,Olle,,,,,,,,,,1,0.00010591
"Dykes, Oswald, 1670?-1728.",Dykes,Oswald,, 1670?,1728,,,,,,,1,0.00010591
"Croll, Oswald, approximately 1560-1609.",Croll,Oswald,, approximately 1560,1609,,,,,,,1,0.00010591
"Heginbothom, Ottiwell, 1744-1768.",Heginbothom,Ottiwell,,1744,1768,,,,,,,1,0.00010591
"Great Britain. Parliament. House of Commons. Committee on Petition of the Churchwardens, Overseers of the Poor, and Inhabitants of the Several Parishes in County of Middlesex.",Great Britain Parliament House of Commons Committee on Petition of the Churchwardens,Overseers of the Poor,,,,,,,,,,1,0.00010591
"Ruffhead, Owen, 1723-1769.",Ruffhead,Owen,,1723,1769,,,,,,,1,0.00010591
"Felltham, Owen, 1602?-1668.",Felltham,Owen,, 1602?,1668,,,,,,,1,0.00010591
"Paruta, Paolo, 1540-1598.",Paruta,Paolo,,1540,1598,,,,,,,1,0.00010591
"Sarpi, Paolo, 1552-1623.",Sarpi,Paolo,,1552,1623,,,,,,,1,0.00010591
"Abercromby, Patrick, 1656-1716?",Abercromby,Patrick,,1656,1716?,,,,,,,1,0.00010591
"Clason, Patrick.",Clason,Patrick,,,,,,,,,,1,0.00010591
"Nisbet, Patrick.",Nisbet,Patrick,,,,,,,,,,1,0.00010591
"Hoste, Paul, 1652-1700.",Hoste,Paul,,1652,1700,,,,,,,1,0.00010591
"Dudley, Paul, 1675-1751.",Dudley,Paul,,1675,1751,,,,,,,1,0.00010591
"Heylyn, Peter, 1600-1662.",Heylyn,Peter,,1600,1662,,,,,,,1,0.00010591
"Du Moulin, Peter, 1601-1684.",Du Moulin,Peter,,1601,1684,,,,,,,1,0.00010591
"Drake, Peter, b. 1671.",Drake,Peter,,1671,,,,,,,,1,0.00010591
"Annet, Peter, 1693-1769.",Annet,Peter,,1693,1769,,,,,,,1,0.00010591
"Oliver, Peter, 1713-1791.",Oliver,Peter,,1713,1791,,,,,,,1,0.00010591
"Whitney, Peter, 1744-1816.",Whitney,Peter,,1744,1816,,,,,,,1,0.00010591
"Peckard, Peter, 1718?-1797.",Peckard,Peter,, 1718?,1797,,,,,,,1,0.00010591
"Labilliere, Peter,",Labilliere,Peter,,,,,,,,,,1,0.00010591
"Bruce, Peter Henry, 1692-1757.",Bruce,Peter Henry,,1692,1757,,,,,,,1,0.00010591
"Layng, Peter.",Layng,Peter,,,,,,,,,,1,0.00010591
"Sidney, Philip, Sir, 1554-1586.",Sidney,Philip,,1554,1586,,,,,,,1,0.00010591
"Warwick, Philip, Sir, 1609-1683.",Warwick,Philip,,1609,1683,,,,,,,1,0.00010591
"Bearcroft, Philip, 1697-1761.",Bearcroft,Philip,,1697,1761,,,,,,,1,0.00010591
"Furneaux, Philip, 1726-1783.",Furneaux,Philip,,1726,1783,,,,,,,1,0.00010591
"Gibbs, Philip, fl 1740.",Gibbs,Philip,, fl 1740.,,,,,,,,1,0.00010591
"Gibbs, Philip, fl. 1715-1740.",Gibbs,Philip,, fl. 1715-1740.,,,,,,,,1,0.00010591
"Luckombe, Philip, d. 1803.",Luckombe,Philip,,,1803,,,,,,,1,0.00010591
"Smyth, Philip.",Smyth,Philip,,,,,,,,,,1,0.00010591
"La Hire, Philippe de, 1640-1718.",La Hire,Philippe de,,1640,1718,,,,,,,1,0.00010591
"Limborch, Philippus van, 1633-1712.",Limborch,Philippus van,,1633,1712,,,,,,,1,0.00010591
"Gretton, Phillips, 1677 or 8-1746.",Gretton,Phillips,, 1677 or 8,1746,,,,,,,1,0.00010591
"Fletcher, Phineas, 1582-1650.",Fletcher,Phineas,,1582,1650,,,,,,,1,0.00010591
"Jurieu, Pierre, 1637-1713.",Jurieu,Pierre,,1637,1713,,,,,,,1,0.00010591
"Poivre, Pierre, 1719-1786.",Poivre,Pierre,,1719,1786,,,,,,,1,0.00010591
"Desmaizeaux, Pierre, 1673?-1745.",Desmaizeaux,Pierre,, 1673?,1745,,,,,,,1,0.00010591
"Danet, Pierre, approximately 1650-1709.",Danet,Pierre,, approximately 1650,1709,,,,,,,1,0.00010591
"Lambert de Saumery, Pierre, b. ca. 1690.",Lambert de Saumery,Pierre,,ca. 1690.,,,,,,,,1,0.00010591
"La MartiniÃ¨re, Pierre Martin de, 1634-1690.",La MartiniÃ¨re,Pierre Martin de,,1634,1690,,,,,,,1,0.00010591
"Malouet, Pierre Victor, baron, 1740-1814.",Malouet,Pierre Victor,,1740,1814,,,,,,,1,0.00010591
"Clement I, Pope.",Clement I,Pope,,,,,,,,,,1,0.00010591
"Barbon, Praisegod, 1596?-1679.",Barbon,Praisegod,, 1596?,1679,,,,,,,1,0.00010591
"Rupert, Prince, Count Palatine, 1619-1682.",Count Palatine,Prince Rupert,,1619,1682,,,,,,,1,0.00010591
"Civis, pseud.",Civis,pseud,,,,,,,,,,1,0.00010591
"Father of Candor, pseud.",Father of Candor,pseud,,,,,,,,,,1,0.00010591
"Philo Strategos, pseud.",Philo Strategos,pseud,,,,,,,,,,1,0.00010591
"Philo-Africanus, pseud.",Philo-Africanus,pseud,,,,,,,,,,1,0.00010591
"Philolethes, pseud.",Philolethes,pseud,,,,,,,,,,1,0.00010591
"Craufurd, Q. 1743-1819.",Craufurd,Q,,1743,1819,,,,,,,1,0.00010591
"Lovett, R. 1692-1780.",Lovett,R,,1692,1780,,,,,,,1,0.00010591
"Bentley, R. 1708-1782.",Bentley,R,,1708,1782,,,,,,,1,0.00010591
"Schomberg, R. 1714-1792.",Schomberg,R,,1714,1792,,,,,,,1,0.00010591
"Anderson, R. 1770-1833.",Anderson,R,,1770,1833,,,,,,,1,0.00010591
"Andrewes, R., 17th cent.",Andrewes,R,, 17th cent.,,,,,,,,1,0.00010591
"Bruges, R., fl. 1713-1726.",Bruges,R,, fl. 1713,1726,,,,,,,1,0.00010591
"Turner, R. 1723 or 4-1791.",Turner,R,,1723 or 4,1791,,,,,,,1,0.00010591
"Johnson, R. 1733 or 4-1793.",Johnson,R,,1733 or 4,1793,,,,,,,1,0.00010591
"Brookes, R. fl. 1721-1763.",Brookes,R,,fl. 1721-1763.,,,,,,,,1,0.00010591
"Roberts, R., Miss., d. 1788.",Roberts,R,,,1788,,,,,,,1,0.00010591
"Alderson, R.",Alderson,R,,,,,,,,,,1,0.00010591
"Barnes, R.",Barnes,R,,,,,,,,,,1,0.00010591
"Casway, R.",Casway,R,,,,,,,,,,1,0.00010591
"Dyer, R.",Dyer,R,,,,,,,,,,1,0.00010591
"Harris, R.",Harris,R,,,,,,,,,,1,0.00010591
"Wiseman, R.",Wiseman,R,,,,,,,,,,1,0.00010591
"Banks, R. R.",Banks,R R,,,,,,,,,,1,0.00010591
"TulÄj, Rajah of Tanjore.",TulÄj,Rajah of Tanjore,,,,,,,,,,1,0.00010591
"Brooke, Ralph, 1553-1625.",Brooke,Ralph,,1553,1625,,,,,,,1,0.00010591
"Cudworth, Ralph, 1617-1688.",Cudworth,Ralph,,1617,1688,,,,,,,1,0.00010591
"Bigland, Ralph, 1711-1784.",Bigland,Ralph,,1711,1784,,,,,,,1,0.00010591
"Dodd, Ralph, 1756-1822.",Dodd,Ralph,,1756,1822,,,,,,,1,0.00010591
"Leycester, Ralph.",Leycester,Ralph,,,,,,,,,,1,0.00010591
"Morris, Ralph.",Morris,Ralph,,,,,,,,,,1,0.00010591
"Weld, Rev.",Weld,Rev,,,,,,,,,,1,0.00010591
"Baker, Richard, Sir, 1568-1645.",Baker,Richard,,1568,1645,,,,,,,1,0.00010591
"Zouch, Richard, 1590-1661.",Zouch,Richard,,1590,1661,,,,,,,1,0.00010591
"Bulstrode, Richard, Sir, 1610-1711.",Bulstrode,Richard,,1610,1711,,,,,,,1,0.00010591
"Gilpin, Richard, 1625-1700.",Gilpin,Richard,,1625,1700,,,,,,,1,0.00010591
"Simon, Richard, 1638-1712.",Simon,Richard,,1638,1712,,,,,,,1,0.00010591
"Cox, Richard, 1650-1733.",Cox,Richard,,1650,1733,,,,,,,1,0.00010591
"Estcourt, Richard, 1668-1712.",Estcourt,Richard,,1668,1712,,,,,,,1,0.00010591
"Newton, Richard, 1676-1753.",Newton,Richard,,1676,1753,,,,,,,1,0.00010591
"Rawlinson, Richard, 1690-1755.",Rawlinson,Richard,,1690,1755,,,,,,,1,0.00010591
"Challoner, Richard, 1691-1781.",Challoner,Richard,,1691,1781,,,,,,,1,0.00010591
"Winter, Richard, 1720-1799.",Winter,Richard,,1720,1799,,,,,,,1,0.00010591
"Parry, Richard, 1722-1780.",Parry,Richard,,1722,1780,,,,,,,1,0.00010591
"Barton, Richard, b. 1722.",Barton,Richard,,1722,,,,,,,,1,0.00010591
"Onely, Richard, 1723-1787.",Onely,Richard,,1723,1787,,,,,,,1,0.00010591
"Gifford, Richard, 1725-1807.",Gifford,Richard,,1725,1807,,,,,,,1,0.00010591
"Farmer, Richard, 1735-1797.",Farmer,Richard,,1735,1797,,,,,,,1,0.00010591
"Gough, Richard, 1735-1809.",Gough,Richard,,1735,1809,,,,,,,1,0.00010591
"Beatniffe, Richard, 1740-1818.",Beatniffe,Richard,,1740,1818,,,,,,,1,0.00010591
"Hole, Richard, 1746-1803.",Hole,Richard,,1746,1803,,,,,,,1,0.00010591
"Fowler, Richard, 1765-1863.",Fowler,Richard,,1765,1863,,,,,,,1,0.00010591
"Knolles, Richard, 1550?-1610.",Knolles,Richard,, 1550?,1610,,,,,,,1,0.00010591
"Hooker, Richard, 1553 or 4-1600.",Hooker,Richard,, 1553 or 4,1600,,,,,,,1,0.00010591
"Vines, Richard, 1600?-1656.",Vines,Richard,, 1600?,1656,,,,,,,1,0.00010591
"Perrinchief, Richard, 1623?-1673.",Perrinchief,Richard,, 1623?,1673,,,,,,,1,0.00010591
"Izacke, Richard, 1624?-1698.",Izacke,Richard,, 1624?,1698,,,,,,,1,0.00010591
"Leigh, Richard, 1649 or 50-1728.",Leigh,Richard,, 1649 or 50,1728,,,,,,,1,0.00010591
"Helsham, Richard, 1682?-1738.",Helsham,Richard,, 1682?,1738,,,,,,,1,0.00010591
"Warner, Richard, 1713?-1775.",Warner,Richard,, 1713?,1775,,,,,,,1,0.00010591
"Wynne, Richard, 1718?-1799.",Wynne,Richard,, 1718?,1799,,,,,,,1,0.00010591
"Kingston, Richard, b. 1635?",Kingston,Richard,,1635?,,,,,,,,1,0.00010591
"Johnson, Richard, d. 1721.",Johnson,Richard,,,1721,,,,,,,1,0.00010591
"West, Richard, d. 1726.",West,Richard,,,1726,,,,,,,1,0.00010591
"Jackson, Richard, d. 1787.",Jackson,Richard,,,1787,,,,,,,1,0.00010591
"Elliot, Richard, d. 1788.",Elliot,Richard,,,1788,,,,,,,1,0.00010591
"Griffith, Richard, d. 1788.",Griffith,Richard,,,1788,,,,,,,1,0.00010591
"Sheldon, Richard, d. 1642?",Sheldon,Richard,,,1642?,,,,,,,1,0.00010591
"Hayes, Richard, accomptant and writing-master.",Hayes,Richard,,,,,,,,,,1,0.00010591
"Hotham, Richard, Sir.",Hotham,Richard,,,,,,,,,,1,0.00010591
"Fisher, Richard Barnard.",Fisher,Richard Barnard,,,,,,,,,,1,0.00010591
"Carr, Richard.",Carr,Richard,,,,,,,,,,1,0.00010591
"Clarke, Richard.",Clarke,Richard,,,,,,,,,,1,0.00010591
"Cooksey, Richard.",Cooksey,Richard,,,,,,,,,,1,0.00010591
"Dugdale, Richard.",Dugdale,Richard,,,,,,,,,,1,0.00010591
"Lely, Richard.",Lely,Richard,,,,,,,,,,1,0.00010591
"Mathews, Richard.",Mathews,Richard,,,,,,,,,,1,0.00010591
"Nisbet, Richard.",Nisbet,Richard,,,,,,,,,,1,0.00010591
"Strutton, Richard.",Strutton,Richard,,,,,,,,,,1,0.00010591
"Synge, Richard.",Synge,Richard,,,,,,,,,,1,0.00010591
"Troward, Richard.",Troward,Richard,,,,,,,,,,1,0.00010591
"Twining, Richard.",Twining,Richard,,,,,,,,,,1,0.00010591
"Warren, Richard.",Warren,Richard,,,,,,,,,,1,0.00010591
"Harris, Robert, 1581-1658.",Harris,Robert,,1581,1658,,,,,,,1,0.00010591
"Waring, Robert, 1614-1658.",Waring,Robert,,1614,1658,,,,,,,1,0.00010591
"Howard, Robert, Sir, 1626-1698.",Howard,Robert,,1626,1698,,,,,,,1,0.00010591
"South, Robert, 1634-1716.",South,Robert,,1634,1716,,,,,,,1,0.00010591
"Huntington, Robert, 1637-1701.",Huntington,Robert,,1637,1701,,,,,,,1,0.00010591
"Calder, Robert, 1658-1723.",Calder,Robert,,1658,1723,,,,,,,1,0.00010591
"Walpole, Robert, Earl of Orford, 1676-1745.",Walpole,Robert,,1676,1745,,,,,,,1,0.00010591
"Smith, Robert, 1689-1768.",Smith,Robert,,1689,1768,,,,,,,1,0.00010591
"Maxwell, Robert, 1695-1765.",Maxwell,Robert,,1695,1765,,,,,,,1,0.00010591
"Blair, Robert, 1699-1746.",Blair,Robert,,1699,1746,,,,,,,1,0.00010591
"Spearman, Robert 1703-1761.",Spearman,Robert,,1703,1761,,,,,,,1,0.00010591
"Kelham, Robert, 1717-1808.",Kelham,Robert,,1717,1808,,,,,,,1,0.00010591
"Gray, Robert, 1762-1834.",Gray,Robert,,1762,1834,,,,,,,1,0.00010591
"Fellowes, Robert, 1771-1847.",Fellowes,Robert,,1771,1847,,,,,,,1,0.00010591
"Roden, Robert Jocelyn, 3d earl of, 1788-1870.",Jocelyn,Robert,,1788,1870,,,,,,,1,0.00010591
"Lindsay, Robert, 1500?-1565?",Lindsay,Robert,, 1500?,1565?,,,,,,,1,0.00010591
"Greene, Robert, 1558?-1592.",Greene,Robert,, 1558?,1592,,,,,,,1,0.00010591
"Monmouth, Robert Carey, 1st earl of, 1560?-1639.",Carey,Robert,, 1560?,1639,,,,,,,1,0.00010591
"Knox, Robert, 1640?-1720.",Knox,Robert,, 1640?,1720,,,,,,,1,0.00010591
"Greene, Robert, 1678?-1730.",Greene,Robert,, 1678?,1730,,,,,,,1,0.00010591
"Norman, Robert, fl. 1590.",Norman,Robert,, fl. 1590.,,,,,,,,1,0.00010591
"Loveday, Robert, fl. 1655.",Loveday,Robert,, fl. 1655.,,,,,,,,1,0.00010591
"Walker, Robert, fl. 1796.",Walker,Robert,, fl. 1796.,,,,,,,,1,0.00010591
"Ferguson, Robert, d. 1714.",Ferguson,Robert,,,1714,,,,,,,1,0.00010591
"Urie, Robert, d. 1771.",Urie,Robert,,,1771,,,,,,,1,0.00010591
"Heath, Robert, d. 1779.",Heath,Robert,,,1779,,,,,,,1,0.00010591
"Norris, Robert, d. 1791.",Norris,Robert,,,1791,,,,,,,1,0.00010591
"Hitchcock, Robert, d. 1809.",Hitchcock,Robert,,,1809,,,,,,,1,0.00010591
"Gould, Robert, d. 1709?",Gould,Robert,,,1709?,,,,,,,1,0.00010591
"Campbell, Robert, esq.",Campbell,Robert,,,,,,,,,,1,0.00010591
"Loder, Robert,",Loder,Robert,,,,,,,,,,1,0.00010591
"Steell, Robert",Steell,Robert,,,,,,,,,,1,0.00010591
"Thomas, Robert Bailey, 1766-1846.",Thomas,Robert Bailey,,1766,1846,,,,,,,1,0.00010591
"Nugent, Robert Craggs Nugent, Earl, 1702?-1788",Nugent,Robert Craggs,, 1702?,1788,,,,,,,1,0.00010591
"Harper, Robert Goodloe, 1765-1825.",Harper,Robert Goodloe,,1765,1825,,,,,,,1,0.00010591
"Ashe, Robert Hoadly, 1751-1826.",Ashe,Robert Hoadly,,1751,1826,,,,,,,1,0.00010591
"Thornton, Robert John, 1768?-1837.",Thornton,Robert John,, 1768?,1837,,,,,,,1,0.00010591
"Anstice, Robert.",Anstice,Robert,,,,,,,,,,1,0.00010591
"Billing, Robert.",Billing,Robert,,,,,,,,,,1,0.00010591
"Gibson, Robert.",Gibson,Robert,,,,,,,,,,1,0.00010591
"Griffin, Robert.",Griffin,Robert,,,,,,,,,,1,0.00010591
"Shirtcliffe, Robert.",Shirtcliffe,Robert,,,,,,,,,,1,0.00010591
"Stewart, Robert.",Stewart,Robert,,,,,,,,,,1,0.00010591
"Waddington, Robert.",Waddington,Robert,,,,,,,,,,1,0.00010591
"North, Roger, 1651-1734.",North,Roger,,1651,1734,,,,,,,1,0.00010591
"Cotes, Roger, 1682-1716.",Cotes,Roger,,1682,1716,,,,,,,1,0.00010591
"Manley, Roger, Sir, 1626?-1688.",Manley,Roger,, 1626?,1688,,,,,,,1,0.00010591
"Acherley, Roger, 1665?-1740.",Acherley,Roger,, 1665?,1740,,,,,,,1,0.00010591
"Pickering, Roger, d. 1755.",Pickering,Roger,,,1755,,,,,,,1,0.00010591
"Hill, Rowland, 1744-1833.",Hill,Rowland,,1744,1833,,,,,,,1,0.00010591
"Churllow, R-t H-e E-d L-d, pseud.",Churllow,R-t H-e E-d L-d,,,,,,,,,,1,0.00010591
"Wright, S. 1683-1746.",Wright,S,,1683,1746,,,,,,,1,0.00010591
"Miller, S.",Miller,S,,,,,,,,,,1,0.00010591
"Le Clerc, Sébastien, 1637-1714.",Le Clerc,Sébastien,,1637,1714,,,,,,,1,0.00010591
"Thanet, Sackville Tufton, earl of, 1767-1825,",Tufton,Sackville,,1767,1825,,,,,,,1,0.00010591
"Cyprian, Saint, Bishop of Carthage.",Cyprian,Saint,,,,,,,,,,1,0.00010591
"Augustine, Saint, Bishop of Hippo.",Augustine,Saint,,,,,,,,,,1,0.00010591
"Crook, Samuel, 1575-1649.",Crook,Samuel,,1575,1649,,,,,,,1,0.00010591
"Fortrey, Samuel, 1622-1681.",Fortrey,Samuel,,1622,1681,,,,,,,1,0.00010591
"Jeake, Samuel, 1623-1690.",Jeake,Samuel,,1623,1690,,,,,,,1,0.00010591
"Pordage, Samuel, 1633-1691?",Pordage,Samuel,,1633,1691?,,,,,,,1,0.00010591
"Shaw, Samuel, 1635-1696.",Shaw,Samuel,,1635,1696,,,,,,,1,0.00010591
"Hill, Samuel, 1648-1716.",Hill,Samuel,,1648,1716,,,,,,,1,0.00010591
"Garth, Samuel, Sir, 1661-1719.",Garth,Samuel,,1661,1719,,,,,,,1,0.00010591
"Say, Samuel, 1676-1743.",Say,Samuel,,1676,1743,,,,,,,1,0.00010591
"Bownas, Samuel, 1676-1753.",Bownas,Samuel,,1676,1753,,,,,,,1,0.00010591
"Parker, Samuel, 1681-1730.",Parker,Samuel,,1681,1730,,,,,,,1,0.00010591
"Wesley, Samuel, 1691-1739.",Wesley,Samuel,,1691,1739,,,,,,,1,0.00010591
"Edwards, Samuel, b. 1702.",Edwards,Samuel,,1702,,,,,,,,1,0.00010591
"Mather, Samuel, 1706-1785.",Mather,Samuel,,1706,1785,,,,,,,1,0.00010591
"Stennett, Samuel, 1727-1795.",Stennett,Samuel,,1727,1795,,,,,,,1,0.00010591
"Bishop, Samuel, 1731-1795.",Bishop,Samuel,,1731,1795,,,,,,,1,0.00010591
"Musgrave, Samuel, 1732-1780.",Musgrave,Samuel,,1732,1780,,,,,,,1,0.00010591
"Whyte, Samuel, 1733-1811.",Whyte,Samuel,,1733,1811,,,,,,,1,0.00010591
"Glasse, Samuel, 1735-1812.",Glasse,Samuel,,1735,1812,,,,,,,1,0.00010591
"Arnold, Samuel, 1740-1802.",Arnold,Samuel,,1740,1802,,,,,,,1,0.00010591
"Palmer, Samuel, 1741-1813.",Palmer,Samuel,,1741,1813,,,,,,,1,0.00010591
"Taylor, Samuel, 1749-1811.",Taylor,Samuel,,1749,1811,,,,,,,1,0.00010591
"Miller, Samuel, 1769-1850.",Miller,Samuel,,1769,1850,,,,,,,1,0.00010591
"Rutherford, Samuel, 1600?-1661.",Rutherford,Samuel,, 1600?,1661,,,,,,,1,0.00010591
"Cradock, Samuel, 1621?-1706.",Cradock,Samuel,, 1621?,1706,,,,,,,1,0.00010591
"Estwick, Samuel, 1735 or 6-1795.",Estwick,Samuel,, 1735 or 6,1795,,,,,,,1,0.00010591
"Cooper, Samuel, 1739 or 40-1800.",Cooper,Samuel,, 1739 or 40,1800,,,,,,,1,0.00010591
"Hoole, Samuel, 1757 or 8-1839.",Hoole,Samuel,, 1757 or 8,1839,,,,,,,1,0.00010591
"Knight, Samuel, ca. 1677-1746.",Knight,Samuel,, ca. 1677,1746,,,,,,,1,0.00010591
"Purchas, Samuel, d. ca. 1658.",Purchas,Samuel,,,1658,,,,,,,1,0.00010591
"Fuller, Samuel, d. ca. 1736.",Fuller,Samuel,,,1736,,,,,,,1,0.00010591
"Aesop. Croxall, Samuel, d. 1752.",Aesop Croxall,Samuel,,,1752,,,,,,,1,0.00010591
"Croxall, Samuel, d. 1752.",Croxall,Samuel,,,1752,,,,,,,1,0.00010591
"Boyce, Samuel, -1775.",Boyce,Samuel,,,1775,,,,,,,1,0.00010591
"Bladon, Samuel, d. 1799.",Bladon,Samuel,,,1799,,,,,,,1,0.00010591
"Ancell, Samuel, d. 1802.",Ancell,Samuel,,,1802,,,,,,,1,0.00010591
"Brunt, Samuel, pseud.",Brunt,Samuel,,,,,,,,,,1,0.00010591
"Downes, Samuel",Downes,Samuel,,,,,,,,,,1,0.00010591
"Shaw, Samuel, of Edinburgh.",Shaw,Samuel,,,,,,,,,,1,0.00010591
"Smith, Samuel, lecturer of St. Albans.",Smith,Samuel,,,,,,,,,,1,0.00010591
"Savage, Samuel Morton, 1721-1791.",Savage,Samuel Morton,,1721,1791,,,,,,,1,0.00010591
"Ashby, Samuel.",Ashby,Samuel,,,,,,,,,,1,0.00010591
"Cock, Samuel.",Cock,Samuel,,,,,,,,,,1,0.00010591
"Colvil, Samuel.",Colvil,Samuel,,,,,,,,,,1,0.00010591
"Cooke, Samuel.",Cooke,Samuel,,,,,,,,,,1,0.00010591
"Hudson, Samuel.",Hudson,Samuel,,,,,,,,,,1,0.00010591
"Moore, Samuel.",Moore,Samuel,,,,,,,,,,1,0.00010591
"Ogden, Samuel.",Ogden,Samuel,,,,,,,,,,1,0.00010591
"Shepherd, Samuel.",Shepherd,Samuel,,,,,,,,,,1,0.00010591
"Strutt, Samuel.",Strutt,Samuel,,,,,,,,,,1,0.00010591
"Sympson, Samuel.",Sympson,Samuel,,,,,,,,,,1,0.00010591
"Scott, Sarah, 1723-1795.",Scott,Sarah,,1723,1795,,,,,,,1,0.00010591
"Marlborough, Sarah Jennings Churchill, Duchess of, 1660-1744.",Churchill,Sarah Jennings,,1660,1744,,,,,,,1,0.00010591
"Brant, Sebastian, 1458-1521.",Brant,Sebastian,,1458,1521,,,,,,,1,0.00010591
"Janus, Secundus, 1511-1536.",Janus,Secundus,,1511,1536,,,,,,,1,0.00010591
"Vauban, Sébastien Le Prestre de, 1633-1707.",Vauban,Sébastien Le Prestre de,,1633,1707,,,,,,,1,0.00010591
"Hodson, Septimus.",Hodson,Septimus,,,,,,,,,,1,0.00010591
