author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,
"Desprez, Ernest",Desprez,Ernest,,1801,1859,3,4.96261E-05,
"Lebon, Ernest",Lebon,Ernest,,1846,1922,3,4.96261E-05,
"Glanville, Ernest",Glanville,Ernest,,1856,1925,3,4.96261E-05,
"Scott, Ernest, Sir",Scott,Ernest,,1868,1939,3,4.96261E-05,
"Poole, Ernest",Poole,Ernest,,1880,1950,3,4.96261E-05,
"Young, Ernest",Young,Ernest,,1869,1952,3,4.96261E-05,
"Vizetelly, Ernest Alfred",Vizetelly,Ernest Alfred,,1853,1922,3,4.96261E-05,
"Bax, Ernest Belfort",Bax,Ernest Belfort,,1854,1926,3,4.96261E-05,
"Shackleton, Ernest Henry, Sir",Shackleton,Ernest Henry,,1874,1922,3,4.96261E-05,
"Tegnér, Esaias",Tegnér,Esaias,,1782,1846,3,4.96261E-05,
"Virtala, Esko",Virtala,Esko,,1864,1927,3,4.96261E-05,
"Singleton, Esther",Singleton,Esther,,1865,1930,3,4.96261E-05,
"Brill, Ethel C. (Ethel Claire)",Brill,Ethel C. (Ethel Claire),,1877,no_deathdate,3,4.96261E-05,
"Phillips, Ethel Calvert",Phillips,Ethel Calvert,,no_birthdate,1947,3,4.96261E-05,
"Eliot, Ethel Cook",Eliot,Ethel Cook,,1890,1972,3,4.96261E-05,
"Delacroix, Eugène",Delacroix,Eugène,,1798,1863,3,4.96261E-05,
"Fromentin, Eugène",Fromentin,Eugène,,1820,1876,3,4.96261E-05,
"Brieux, Eugène",Brieux,Eugène,,1858,1932,3,4.96261E-05,
"Keefe, Eugene K.",Keefe,Eugene K.,,1922,no_deathdate,3,4.96261E-05,
"Potts, Eugenia Dunlap",Potts,Eugenia Dunlap,,no_birthdate,no_deathdate,3,4.96261E-05,
"Budgell, Eustace",Budgell,Eustace,,1686,1737,3,4.96261E-05,
"Underhill, Evelyn",Underhill,Evelyn,,1875,1941,3,4.96261E-05,
"Scott, Evelyn",Scott,Evelyn,,1893,1963,3,4.96261E-05,
"Martinengo-Cesaresco, Evelyn Lilian Hazeldine Carrington, contessa",Martinengo-Cesaresco,Evelyn Lilian Hazeldine Carrington,,1852,1931,3,4.96261E-05,
"Phillips, Everett Franklin",Phillips,Everett Franklin,,1878,1951,3,4.96261E-05,
"Haverfield, F. (Francis)",Haverfield,F. (Francis),,1860,1919,3,4.96261E-05,
"Bente, F. (Friedrich)",Bente,F. (Friedrich),,1858,1930,3,4.96261E-05,
"Smith, F. Berkeley (Frank Berkeley)",Smith,F. Berkeley (Frank Berkeley),,1869,1931,3,4.96261E-05,
"Robinson, F. W. (Frederick William)",Robinson,F. W. (Frederick William),,1830,1901,3,4.96261E-05,
"Newberry, Fannie E. (Fannie Ellsworth)",Newberry,Fannie E. (Fannie Ellsworth),,1848,1942,3,4.96261E-05,
"Jagor, Fedor",Jagor,Fedor,,1816,1900,3,4.96261E-05,
"Trigo, Felipe",Trigo,Felipe,,1864,1916,3,4.96261E-05,
"Salten, Felix",Salten,Felix,,1869,1945,3,4.96261E-05,
"Timmermans, Felix",Timmermans,Felix,,1886,1947,3,4.96261E-05,
"Speiser, Felix",Speiser,Felix,,1880,1949,3,4.96261E-05,
"Hardekopf, Ferdinand",Hardekopf,Ferdinand,,1876,1954,3,4.96261E-05,
"Caballero, Fernán",Caballero,Fernán,,1796,1877,3,4.96261E-05,
"Klickmann, Flora",Klickmann,Flora,,1867,1958,3,4.96261E-05,
"Carpenter, Flora L. (Flora Leona)",Carpenter,Flora L. (Flora Leona),,1880,no_deathdate,3,4.96261E-05,
"Warden, Florence",Warden,Florence,,1857,1929,3,4.96261E-05,
"Hall, Florence Howe",Hall,Florence Howe,,1845,1922,3,4.96261E-05,
"Cajori, Florian",Cajori,Florian,,1859,1930,3,4.96261E-05,
"Hooker, Forrestine C. (Forrestine Cooper)",Hooker,Forrestine C. (Forrestine Cooper),,1867,1932,3,4.96261E-05,
"Olcott, Frances Jenkins",Olcott,Frances Jenkins,,1872,1963,3,4.96261E-05,
"Sterrett, Frances R. (Frances Roberta)",Sterrett,Frances R. (Frances Roberta),,1869,1947,3,4.96261E-05,
"Havergal, Frances Ridley",Havergal,Frances Ridley,,1836,1879,3,4.96261E-05,
"Crispi, Francesco",Crispi,Francesco,,1818,1901,3,4.96261E-05,
"Darwin, Francis, Sir",Darwin,Francis,,1848,1925,3,4.96261E-05,
"Pearson, Francis B. (Francis Bail)",Pearson,Francis B. (Francis Bail),,1853,no_deathdate,3,4.96261E-05,
"Grimké, Francis J. (Francis James)",Grimké,Francis J. (Francis James),,1850,1937,3,4.96261E-05,
"Kroll, Francis Lynde",Kroll,Francis Lynde,,1904,1973,3,4.96261E-05,
"Sullivan, Francis William",Sullivan,Francis William,,1887,no_deathdate,3,4.96261E-05,
"Mauriac, François",Mauriac,François,,1885,1970,3,4.96261E-05,
"Sidgwick, Frank",Sidgwick,Frank,,1879,1939,3,4.96261E-05,
"Herbert, Frank",Herbert,Frank,,1920,1986,3,4.96261E-05,
"Walton, Frank",Walton,Frank,,no_birthdate,no_deathdate,3,4.96261E-05,
"Fetter, Frank A. (Frank Albert)",Fetter,Frank A. (Frank Albert),,1863,1949,3,4.96261E-05,
"Stearns, Frank Preston",Stearns,Frank Preston,,1846,1917,3,4.96261E-05,
"Werfel, Franz",Werfel,Franz,,1890,1945,3,4.96261E-05,
"Seebohm, Frederic",Seebohm,Frederic,,1833,1912,3,4.96261E-05,
"Manning, Frederic",Manning,Frederic,,1882,1935,3,4.96261E-05,
"Ogg, Frederic Austin",Ogg,Frederic Austin,,1878,1951,3,4.96261E-05,
"Kitton, Frederic George",Kitton,Frederic George,,1856,1904,3,4.96261E-05,
"Stimson, Frederic Jesup",Stimson,Frederic Jesup,,1855,1943,3,4.96261E-05,
"Schwatka, Frederick",Schwatka,Frederick,,1849,1892,3,4.96261E-05,
"Ross, Frederick",Ross,Frederick,,1816,1893,3,4.96261E-05,
"Treves, Frederick",Treves,Frederick,,1853,1923,3,4.96261E-05,
"Niecks, Frederick",Niecks,Frederick,,1845,1924,3,4.96261E-05,
"Gordon, Frederick",Gordon,Frederick,,no_birthdate,no_deathdate,3,4.96261E-05,
"Turner, Frederick Jackson",Turner,Frederick Jackson,,1861,1932,3,4.96261E-05,
"Lazell, Frederick John",Lazell,Frederick John,,1870,1940,3,4.96261E-05,
"Melville, Frederick John",Melville,Frederick John,,1882,1940,3,4.96261E-05,
"Dellenbaugh, Frederick Samuel",Dellenbaugh,Frederick Samuel,,1853,1935,3,4.96261E-05,
"Schlegel, Friedrich von",Schlegel,Friedrich von,,1772,1829,3,4.96261E-05,
"Bernhardi, Friedrich von",Bernhardi,Friedrich von,,1849,1930,3,4.96261E-05,
"Karinthy, Frigyes",Karinthy,Frigyes,,1887,1938,3,4.96261E-05,
"Flemwell, G. (George)",Flemwell,G. (George),,1865,1928,3,4.96261E-05,
"Barham, G. Basil (George Basil)",Barham,G. Basil (George Basil),,no_birthdate,no_deathdate,3,4.96261E-05,
"Scott, G. Firth",Scott,G. Firth,,no_birthdate,1935,3,4.96261E-05,
"Younghusband, G. J. (George John)",Younghusband,G. J. (George John),,1859,1944,3,4.96261E-05,
"Mead, G. R. S. (George Robert Stow)",Mead,G. R. S. (George Robert Stow),,1863,1933,3,4.96261E-05,
"Hamilton, Gail",Hamilton,Gail,,1833,1896,3,4.96261E-05,
"Mallery, Garrick",Mallery,Garrick,,1831,1894,3,4.96261E-05,
"Maugras, Gaston",Maugras,Gaston,,1850,1927,3,4.96261E-05,
"Demuth, Geo. S. (George S.)",Demuth,Geo. S. (George S.),,no_birthdate,no_deathdate,3,4.96261E-05,
"Ticknor, George",Ticknor,George,,1791,1871,3,4.96261E-05,
"Grossmith, George",Grossmith,George,,1847,1912,3,4.96261E-05,
"Hodges, George",Hodges,George,,1856,1919,3,4.96261E-05,
"Van Schaick, George",Van Schaick,George,,1861,1924,3,4.96261E-05,
"Barton, George",Barton,George,,1866,1940,3,4.96261E-05,
"Niblo, George",Niblo,George,,no_birthdate,no_deathdate,3,4.96261E-05,
"Sala, George Augustus",Sala,George Augustus,,1828,1895,3,4.96261E-05,
"Hill, George Birkbeck Norman",Hill,George Birkbeck Norman,,1835,1903,3,4.96261E-05,
"Street, George Edmund",Street,George Edmund,,1824,1881,3,4.96261E-05,
"Woodberry, George Edward",Woodberry,George Edward,,1855,1930,3,4.96261E-05,
"Howard, George Elliott",Howard,George Elliott,,1849,1928,3,4.96261E-05,
"Townsend, George Fyler",Townsend,George Fyler,,1814,1900,3,4.96261E-05,
"Fitch, George Hamlin",Fitch,George Hamlin,,1852,1925,3,4.96261E-05,
"Putnam, George Haven",Putnam,George Haven,,1844,1930,3,4.96261E-05,
"Palmer, George Herbert",Palmer,George Herbert,,1842,1933,3,4.96261E-05,
"Lorimer, George Horace",Lorimer,George Horace,,1869,1937,3,4.96261E-05,
"Nathan, George Jean",Nathan,George Jean,,1882,1958,3,4.96261E-05,
"Wrong, George McKinnon",Wrong,George McKinnon,,1860,1948,3,4.96261E-05,
"Marsh, George P. (George Perkins)",Marsh,George P. (George Perkins),,1801,1882,3,4.96261E-05,
"Boutwell, George S. (George Sewall)",Boutwell,George S. (George Sewall),,1818,1905,3,4.96261E-05,
"Chappell, George S. (George Shepard)",Chappell,George S. (George Shepard),,1877,1946,3,4.96261E-05,
"Fullerton, George Stuart",Fullerton,George Stuart,,1859,1925,3,4.96261E-05,
"Edwards, George Wharton",Edwards,George Wharton,,1859,1950,3,4.96261E-05,
"Bizet, Georges",Bizet,Georges,,1838,1875,3,4.96261E-05,
"Rodenbach, Georges",Rodenbach,Georges,,1855,1898,3,4.96261E-05,
"Perrot, Georges",Perrot,Georges,,1832,1914,3,4.96261E-05,
"Fullerton, Georgiana",Fullerton,Georgiana,,1812,1885,3,4.96261E-05,
"Souris, Georgios",Souris,Georgios,,1853,1919,3,4.96261E-05,
"Mockler, Geraldine",Mockler,Geraldine,,no_birthdate,no_deathdate,3,4.96261E-05,
"Verschuur, Gerrit",Verschuur,Gerrit,,no_birthdate,no_deathdate,3,4.96261E-05,
"Page, Gertrude",Page,Gertrude,,1872,1922,3,4.96261E-05,
"Bell, Gertrude Lowthian",Bell,Gertrude Lowthian,,1868,1926,3,4.96261E-05,
"Pinchot, Gifford",Pinchot,Gifford,,1865,1946,3,4.96261E-05,
"Vicente, Gil",Vicente,Gil,,no_birthdate,no_deathdate,3,4.96261E-05,
"White, Gilbert",White,Gilbert,,1720,1793,3,4.96261E-05,
"Verga, Giovanni",Verga,Giovanni,,1840,1922,3,4.96261E-05,
"Pitrè, Giuseppe",Pitrè,Giuseppe,,1841,1916,3,4.96261E-05,
"White, Gleeson",White,Gleeson,,1851,1898,3,4.96261E-05,
"Fock, Gorch",Fock,Gorch,,1880,1916,3,4.96261E-05,
"Stuart, Gordon (Adventure story writer)",Stuart,Gordon,,no_birthdate,no_deathdate,3,4.96261E-05,
"Leibniz, Gottfried Wilhelm, Freiherr von",von Leibniz,Gottfried Wilhelm,,1646,1716,3,4.96261E-05,
"Balfour, Grant",Balfour,Grant,,no_birthdate,no_deathdate,3,4.96261E-05,
"Scott, Greenwood & Co.",Scott,Greenwood & Co.,,no_birthdate,no_deathdate,3,4.96261E-05,
"Gezelle, Guido",Gezelle,Guido,,1830,1899,3,4.96261E-05,
"Prieto, Guillermo",Prieto,Guillermo,,1818,1897,3,4.96261E-05,
"Heman, Gustaf Adolf",Heman,Gustaf Adolf,,no_birthdate,no_deathdate,3,4.96261E-05,
"Eurén, Gustaf Erik",Eurén,Gustaf Erik,,1818,1872,3,4.96261E-05,
"Falke, Gustav",Falke,Gustav,,1853,1916,3,4.96261E-05,
"Coquiot, Gustave",Coquiot,Gustave,,1865,1926,3,4.96261E-05,
"Bécquer, Gustavo Adolfo",Bécquer,Gustavo Adolfo,,1836,1870,3,4.96261E-05,
"Myers, Gustavus",Myers,Gustavus,,1872,1942,3,4.96261E-05,
"Gaal, György",Gaal,György,,1783,1855,3,4.96261E-05,
"Fielding, H. (Harold)",Fielding,H. (Harold),,1859,1917,3,4.96261E-05,
"Bedford-Jones, H. (Henry)",Bedford-Jones,H. (Henry),,1887,1949,3,4.96261E-05,
"Bryden, H. A. (Henry Anderson)",Bryden,H. A. (Henry Anderson),,1854,1937,3,4.96261E-05,
"Hickey, H. B.",Hickey,H. B.,,1916,1987,3,4.96261E-05,
"Walters, H. B. (Henry Beauchamp)",Walters,H. B. (Henry Beauchamp),,1867,1944,3,4.96261E-05,
"Guppy, H. B. (Henry Brougham)",Guppy,H. B. (Henry Brougham),,1854,1926,3,4.96261E-05,
"Bailey, H. C. (Henry Christopher)",Bailey,H. C. (Henry Christopher),,1878,1961,3,4.96261E-05,
"Windsor, H. H. (Henry Haven)",Windsor,H. H. (Henry Haven),,1859,1924,3,4.96261E-05,
"Lovecraft, H. P. (Howard Phillips)",Lovecraft,H. P. (Howard Phillips),,1890,1937,3,4.96261E-05,
"Wells, Hal K.",Wells,Hal K.,,1900,no_deathdate,3,4.96261E-05,
"MacFall, Haldane",MacFall,Haldane,,1860,1928,3,4.96261E-05,
"Bethge, Hans",Bethge,Hans,,1876,1946,3,4.96261E-05,
"Grimmelshausen, Hans Jakob Christoph von",Grimmelshausen,Hans Jakob Christoph von,,1625,1676,3,4.96261E-05,
"Granville-Barker, Harley",Granville-Barker,Harley,,1877,1946,3,4.96261E-05,
"Titus, Harold",Titus,Harold,,1888,1967,3,4.96261E-05,
"Wheeler, Harold",Wheeler,Harold,,1877,no_deathdate,3,4.96261E-05,
"Fairbanks, Harold W. (Harold Wellman)",Fairbanks,Harold W. (Harold Wellman),,1860,no_deathdate,3,4.96261E-05,
"Myrtle, Harriet",Myrtle,Harriet,,no_birthdate,1876,3,4.96261E-05,
"Monroe, Harriet Earhart",Monroe,Harriet Earhart,,1842,1927,3,4.96261E-05,
"Caswell, Harriet S.",Caswell,Harriet S.,,1834,no_deathdate,3,4.96261E-05,
"Brower, Harriette",Brower,Harriette,,1869,1928,3,4.96261E-05,
"Furniss, Harry",Furniss,Harry,,1854,1925,3,4.96261E-05,
"Warner, Harry",Warner,Harry,,1922,2003,3,4.96261E-05,
"Harper, Harry",Harper,Harry,,1880,no_deathdate,3,4.96261E-05,
"Robinson, Harry Perry",Robinson,Harry Perry,,1859,1930,3,4.96261E-05,
"Withers, Hartley",Withers,Hartley,,1867,1950,3,4.96261E-05,
"Newcomb, Harvey",Newcomb,Harvey,,1803,1863,3,4.96261E-05,
"France, Hector",France,Hector,,1837,1908,3,4.96261E-05,
"Döring, Heinrich",Döring,Heinrich,,1789,1862,3,4.96261E-05,
"Randolph, Helen",Randolph,Helen,,no_birthdate,no_deathdate,3,4.96261E-05,
"Clarke, Helen Archibald",Clarke,Helen Archibald,,no_birthdate,1926,3,4.96261E-05,
"Poincaré, Henri",Poincaré,Henri,,1854,1912,3,4.96261E-05,
"Roland Holst-Van der Schalk, Henriette",Roland Holst-Van der Schalk,Henriette,,1869,1952,3,4.96261E-05,
"Fuseli, Henry",Fuseli,Henry,,1741,1825,3,4.96261E-05,
"Hunt, Henry",Hunt,Henry,,1773,1835,3,4.96261E-05,
"Dircks, Henry",Dircks,Henry,,1806,1873,3,4.96261E-05,
"Kingsley, Henry",Kingsley,Henry,,1830,1876,3,4.96261E-05,
"Morford, Henry",Morford,Henry,,1823,1881,3,4.96261E-05,
"Lee, Henry",Lee,Henry,,1826,1888,3,4.96261E-05,
"Vizetelly, Henry",Vizetelly,Henry,,1820,1894,3,4.96261E-05,
"Watterson, Henry",Watterson,Henry,,1840,1921,3,4.96261E-05,
"Kuttner, Henry",Kuttner,Henry,,1915,1958,3,4.96261E-05,
"Beston, Henry",Beston,Henry,,1888,1968,3,4.96261E-05,
"Shute, Henry A. (Henry Augustus)",Shute,Henry A. (Henry Augustus),,1856,1943,3,4.96261E-05,
"Watson, Henry C. (Henry Clay)",Watson,Henry C. (Henry Clay),,1831,1869,3,4.96261E-05,
"Lahee, Henry Charles",Lahee,Henry Charles,,1856,1953,3,4.96261E-05,
"Kames, Henry Home, Lord",Kames,Henry Home,,1696,1782,3,4.96261E-05,
"Buckle, Henry Thomas",Buckle,Henry Thomas,,1821,1862,3,4.96261E-05,
"Shoemaker, Henry W.",Shoemaker,Henry W.,,1880,1958,3,4.96261E-05,
"Warren, Henry White",Warren,Henry White,,1831,1912,3,4.96261E-05,
"Casson, Herbert Newton",Casson,Herbert Newton,,1869,1951,3,4.96261E-05,
"Whitaker, Herman",Whitaker,Herman,,1867,1919,3,4.96261E-05,
"Teirlinck, Herman",Teirlinck,Herman,,1879,1967,3,4.96261E-05,
"Robbers, Herman Johan",Robbers,Herman Johan,,1868,1937,3,4.96261E-05,
"Lecomte du Noüy, Hermine Oudinot",Lecomte du Noüy,Hermine Oudinot,,1854,1915,3,4.96261E-05,
"Nortamo, Hjalmar",Nortamo,Hjalmar,,1860,1931,3,4.96261E-05,
"Hulbert, Homer B. (Homer Bezaleel)",Hulbert,Homer B. (Homer Bezaleel),,1863,1949,3,4.96261E-05,
"López, Honorio",López,Honorio,,1875,1958,3,4.96261E-05,
"McAlister, Hugh",McAlister,Hugh,,no_birthdate,no_deathdate,3,4.96261E-05,
"Grotius, Hugo",Grotius,Hugo,,1583,1645,3,4.96261E-05,
"Vries, Hugo de",Vries,Hugo de,,1848,1935,3,4.96261E-05,
"Hamilton, Ian",Hamilton,Ian,,1853,1947,3,4.96261E-05,
"Wells-Barnett, Ida B.",Wells-Barnett,Ida B.,,1862,1931,3,4.96261E-05,
"Harper, Ida Husted",Harper,Ida Husted,,1851,1931,3,4.96261E-05,
"Nagy, Ignácz",Nagy,Ignácz,,1810,1854,3,4.96261E-05,
"Donnelly, Ignatius",Donnelly,Ignatius,,1831,1901,3,4.96261E-05,
"Härkönen, Iivo",Härkönen,Iivo,,1882,1941,3,4.96261E-05,
"Kivinen, Ilmari",Kivinen,Ilmari,,1883,1940,3,4.96261E-05,
"Lockwood, Ingersoll",Lockwood,Ingersoll,,1841,1918,3,4.96261E-05,
"Benson, Irene Elliott",Benson,Irene Elliott,,no_birthdate,no_deathdate,3,4.96261E-05,
"Burton, Isabel, Lady",Burton,Isabel,,1831,1896,3,4.96261E-05,
"Ostrander, Isabel",Ostrander,Isabel,,1883,1924,3,4.96261E-05,
"Mackay, Isabel Ecclestone",Mackay,Isabel Ecclestone,,1875,1928,3,4.96261E-05,
"Abrahams, Israel",Abrahams,Israel,,1858,1925,3,4.96261E-05,
"Bunin, Ivan Alekseevich",Bunin,Ivan Alekseevich,,1870,1953,3,4.96261E-05,
"Wells, J. (Joseph)",Wells,J. (Joseph),,1855,1929,3,4.96261E-05,
"Barbey d'Aurevilly, J. (Jules)",Barbey d'Aurevilly,J. (Jules),,1808,1889,3,4.96261E-05,
"Hobson, J. A. (John Atkinson)",Hobson,J. A. (John Atkinson),,1858,1940,3,4.96261E-05,
"Caouette, J. B. (Jean Baptiste)",Caouette,J. B. (Jean Baptiste),,1854,1922,3,4.96261E-05,
"Lightfoot, J. B. (Joseph Barber)",Lightfoot,J. B. (Joseph Barber),,1828,1889,3,4.96261E-05,
"Elwell, J. B. (Joseph Bowne)",Elwell,J. B. (Joseph Bowne),,1874,1920,3,4.96261E-05,
"Ellis, J. Breckenridge (John Breckenridge)",Ellis,J. Breckenridge (John Breckenridge),,1870,1956,3,4.96261E-05,
"Heer, J. C. (Jakob Christoph)",Heer,J. C. (Jakob Christoph),,1859,1925,3,4.96261E-05,
"Snaith, J. C. (John Collis)",Snaith,J. C. (John Collis),,1876,1936,3,4.96261E-05,
"Panton, J. E. (Jane Ellen)",Panton,J. E. (Jane Ellen),,1847,1923,3,4.96261E-05,
"Collins, J. E. (Joseph Edmund)",Collins,J. E. (Joseph Edmund),,1855,1892,3,4.96261E-05,
"Michaud, J. Fr. (Joseph Fr.)",Michaud,J. Fr. (Joseph Fr.),,1767,1839,3,4.96261E-05,
"Millingen, J. G. (John Gideon)",Millingen,J. G. (John Gideon),,1782,1862,3,4.96261E-05,
"Machen, J. Gresham (John Gresham)",Machen,J. Gresham (John Gresham),,1881,1937,3,4.96261E-05,
"Morgan, J. H. (John Hartman)",Morgan,J. H. (John Hartman),,1876,1955,3,4.96261E-05,
"Patterson, J. H. (John Henry)",Patterson,J. H. (John Henry),,1867,1947,3,4.96261E-05,
"Shorthouse, J. H. (Joseph Henry)",Shorthouse,J. H. (Joseph Henry),,1834,1903,3,4.96261E-05,
"Bell, J. J. (John Joy)",Bell,J. J. (John Joy),,1871,1934,3,4.96261E-05,
"Wecksell, J. J. (Josef Julius)",Wecksell,J. J. (Josef Julius),,1838,1907,3,4.96261E-05,
"Mahaffy, J. P. (John Pentland)",Mahaffy,J. P. (John Pentland),,1839,1919,3,4.96261E-05,
"Hudson, J. Paul",Hudson,J. Paul,,no_birthdate,no_deathdate,3,4.96261E-05,
"Miller, J. R. (James Russell)",Miller,J. R. (James Russell),,1840,1912,3,4.96261E-05,
"Coyne, J. Stirling (Joseph Stirling)",Coyne,J. Stirling (Joseph Stirling),,1803,1868,3,4.96261E-05,
"Capelle, J. van de",Capelle,J. van de,,1812,1850,3,4.96261E-05,
"Nikkinen, Jaakko",Nikkinen,Jaakko,,1884,1946,3,4.96261E-05,
"Cremer, Jacobus Jan",Cremer,Jacobus Jan,,1827,1880,3,4.96261E-05,
"Beattie, James",Beattie,James,,1735,1803,3,4.96261E-05,
"Tod, James",Tod,James,,1782,1835,3,4.96261E-05,
"Dennistoun, James",Dennistoun,James,,1803,1855,3,4.96261E-05,
"Johonnot, James",Johonnot,James,,1823,1888,3,4.96261E-05,
"Legge, James",Legge,James,,1815,1897,3,4.96261E-05,
"Martineau, James",Martineau,James,,1805,1900,3,4.96261E-05,
"Allen, James",Allen,James,,1864,1912,3,4.96261E-05,
"Denney, James",Denney,James,,1856,1917,3,4.96261E-05,
"Mooney, James",Mooney,James,,1861,1921,3,4.96261E-05,
"Sully, James",Sully,James,,1842,1923,3,4.96261E-05,
"Fitzmaurice-Kelly, James",Fitzmaurice-Kelly,James,,1858,1923,3,4.96261E-05,
"Stalker, James",Stalker,James,,1848,1927,3,4.96261E-05,
"Baikie, James",Baikie,James,,1866,1931,3,4.96261E-05,
"Barnes, James",Barnes,James,,1866,1936,3,4.96261E-05,
"Milne, James",Milne,James,,1865,1951,3,4.96261E-05,
"Blish, James",Blish,James,,1921,1975,3,4.96261E-05,
"Carson, James, Captain",Carson,James,,no_birthdate,no_deathdate,3,4.96261E-05,
"Cooper, James A.",Cooper,James A.,,1862,1930,3,4.96261E-05,
"Frye, James A. (James Albert)",Frye,James A. (James Albert),,1863,1933,3,4.96261E-05,
"Farrer, James Anson",Farrer,James Anson,,1849,1925,3,4.96261E-05,
"Jones, James Athearn",Jones,James Athearn,,1791,1854,3,4.96261E-05,
"McCabe, James Dabney",McCabe,James Dabney,,1842,1883,3,4.96261E-05,
"Tennent, James Emerson, Sir",Tennent,James Emerson,,1804,1869,3,4.96261E-05,
"Tyler, James Endell",Tyler,James Endell,,1789,1851,3,4.96261E-05,
"Tufts, James Hayden",Tufts,James Hayden,,1862,1942,3,4.96261E-05,
"Moore, James M.",Moore,James M.,,no_birthdate,no_deathdate,3,4.96261E-05,
"Rymer, James Malcolm",Rymer,James Malcolm,,no_birthdate,1884,3,4.96261E-05,
"Johnson, James Weldon",Johnson,James Weldon,,1871,1938,3,4.96261E-05,
"Hyde, James Wilson",Hyde,James Wilson,,1841,1918,3,4.96261E-05,
"Andrews, Jane",Andrews,Jane,,1833,1887,3,4.96261E-05,
"Rae, Janet Milne",Rae,Janet Milne,,1844,1933,3,4.96261E-05,
"Pyrker, János László",Pyrker,János László,,1772,1847,3,4.96261E-05,
"Lorrain, Jean",Lorrain,Jean,,1855,1906,3,4.96261E-05,
"Aicard, Jean",Aicard,Jean,,1848,1921,3,4.96261E-05,
"Froissart, Jean",Froissart,Jean,,no_birthdate,no_deathdate,3,4.96261E-05,
"La Brète, Jean de",La Brète,Jean de,,1854,1945,3,4.96261E-05,
"Regnard, Jean François",Regnard,Jean François,,1655,1709,3,4.96261E-05,
"Baird, Jean K. (Jean Katherine)",Baird,Jean K. (Jean Katherine),,1872,1918,3,4.96261E-05,
"Marat, Jean Paul",Marat,Jean Paul,,1743,1793,3,4.96261E-05,
"Lesseps, Jean-Baptiste-Barthélemy, baron de",Lesseps,Jean-Baptiste-Barthélemy,,1766,1834,3,4.96261E-05,
"Robert-Houdin, Jean-Eugène",Robert-Houdin,Jean-Eugène,,1805,1871,3,4.96261E-05,
"Davis, Jefferson",Davis,Jefferson,,1808,1889,3,4.96261E-05,
"Aakjær, Jeppe",Aakjær,Jeppe,,1866,1930,3,4.96261E-05,
"Curtin, Jeremiah",Curtin,Jeremiah,,1835,1906,3,4.96261E-05,
"Conquest, Joan",Conquest,Joan,,1883,1941,3,4.96261E-05,
"Deus, João de",Deus,João de,,1830,1896,3,4.96261E-05,
"Carvalho, João Marques de",Carvalho,João Marques de,,1866,1910,3,4.96261E-05,
"Ruyra, Joaquín",Ruyra,Joaquín,,1858,1939,3,4.96261E-05,
"Lindner, Johann Traugott",Lindner,Johann Traugott,,1777,1856,3,4.96261E-05,
"Alfthan, Johannes",Alfthan,Johannes,,1830,1893,3,4.96261E-05,
"Marston, John",Marston,John,,no_birthdate,1634,3,4.96261E-05,
"Locke, John",Locke,John,,1632,1704,3,4.96261E-05,
"Ireland, John",Ireland,John,,no_birthdate,1808,3,4.96261E-05,
"Jay, John",Jay,John,,1745,1829,3,4.96261E-05,
"O'Keeffe, John",O'Keeffe,John,,1747,1833,3,4.96261E-05,
"West, John",West,John,,1778,1845,3,4.96261E-05,
"Roby, John",Roby,John,,1793,1850,3,4.96261E-05,
"Frost, John",Frost,John,,1800,1859,3,4.96261E-05,
"Lang, John",Lang,John,,1816,1864,3,4.96261E-05,
"Oxenford, John",Oxenford,John,,1812,1877,3,4.96261E-05,
"Adye, John, Sir",Adye,John,,1819,1900,3,4.96261E-05,
"Earle, John",Earle,John,,1824,1903,3,4.96261E-05,
"Gerard, John",Gerard,John,,1840,1912,3,4.96261E-05,
"Lubbock, John, Sir",Lubbock,John,,1834,1913,3,4.96261E-05,
"Munro, John",Munro,John,,1849,1930,3,4.96261E-05,
"Presland, John",Presland,John,,1885,1975,3,4.96261E-05,
"Webster, John",Webster,John,,no_birthdate,no_deathdate,3,4.96261E-05,
"Martin, John Alexander",Martin,John Alexander,,1839,1889,3,4.96261E-05,
"Widtsoe, John Andreas",Widtsoe,John Andreas,,1872,1952,3,4.96261E-05,
"O'Shea, John Augustus",O'Shea,John Augustus,,1840,1905,3,4.96261E-05,
"Buckstone, John Baldwin",Buckstone,John Baldwin,,1802,1879,3,4.96261E-05,
"Chapin, John C.",Chapin,John C.,,no_birthdate,no_deathdate,3,4.96261E-05,
"Hotten, John Camden",Hotten,John Camden,,1832,1873,3,4.96261E-05,
"Squire, John Collings, Sir",Squire,John Collings,,1884,1958,3,4.96261E-05,
"Lynch, John D.",Lynch,John D.,,no_birthdate,no_deathdate,3,4.96261E-05,
"Nicolay, John G. (John George)",Nicolay,John G. (John George),,1832,1901,3,4.96261E-05,
"Bower, John Graham",Bower,John Graham,,1886,1940,3,4.96261E-05,
"Burton, John Hill",Burton,John Hill,,1809,1881,3,4.96261E-05,
"Stoddard, John L. (John Lawson)",Stoddard,John L. (John Lawson),,1850,1931,3,4.96261E-05,
"Langworthy, John Luther",Langworthy,John Luther,,no_birthdate,no_deathdate,3,4.96261E-05,
"Kennedy, John Pendleton",Kennedy,John Pendleton,,1795,1870,3,4.96261E-05,
"Newman, John Philip",Newman,John Philip,,1826,1899,3,4.96261E-05,
