author_name,first_name,last_name,title,count,eebo_total,estc_total,open-syllabus_total,ota_total,project-gutenberg_total
Anna Sewell,Anna,Sewell,,76,,,0.000209,,
Joanne Shattock,Joanne,Shattock,,76,,,0.000209,,
John Skelton,John,Skelton,,76,,,0.000209,,
Dale Spender,Dale,Spender,,76,,,0.000209,,
John Stokes,John,Stokes,,76,,,0.000209,,
Darko Suvin,Darko,Suvin,,76,,,0.000209,,
Piri Thomas,Piri,Thomas,,76,,,0.000209,,
Nat Turner,Nat,Turner,,76,,,0.000209,,
Albert Perry Walker,Albert Perry,Walker,,76,,,0.000209,,
Rebecca L. Walkowitz,Rebecca L,Walkowitz,,76,,,0.000209,,
Russel Braddock Ward,Russel Braddock,Ward,,76,,,0.000209,,
William Weaver,William,Weaver,,76,,,0.000209,,
Kenneth Womack,Kenneth,Womack,,76,,,0.000209,,
Jonathan Wordsworth,Jonathan,Wordsworth,,76,,,0.000209,,
Richard Beach,Richard,Beach,,75,,,0.000207,,
Ira Berlin,Ira,Berlin,,75,,,0.000207,,
Anne Bradstreet,Anne,Bradstreet,,75,,,0.000207,,
Richard H. Brodhead,Richard H,Brodhead,,75,,,0.000207,,
Guy Brook-Hart,Guy,Brook-Hart,,75,,,0.000207,,
Caroline Walker Bynum,Caroline Walker,Bynum,,75,,,0.000207,,
Giovanna Capone,Giovanna,Capone,,75,,,0.000207,,
Hillary L. Chute,Hillary L,Chute,,75,,,0.000207,,
Raymond H. Clines,Raymond H,Clines,,75,,,0.000207,,
Elizabeth R. Cobb,Elizabeth R,Cobb,,75,,,0.000207,,
Simon Dentith,Simon,Dentith,,75,,,0.000207,,
Jared M. Diamond,Jared M,Diamond,,75,,,0.000207,,
Firoozeh Dumas,Firoozeh,Dumas,,75,,,0.000207,,
Carole Ferrier,Carole,Ferrier,,75,,,0.000207,,
Robert Fitzgerald,Robert,Fitzgerald,,75,,,0.000207,,
Margaret Galway,Margaret,Galway,,75,,,0.000207,,
Andrzej Gasiorek,Andrzej,Gasiorek,,75,,,0.000207,,
Leigh Gilmore,Leigh,Gilmore,,75,,,0.000207,,
Dorothy Hewett,Dorothy,Hewett,,75,,,0.000207,,
Pat C. Hoy,Pat C,Hoy,,75,,,0.000207,,
Richard Janko,Richard,Janko,,75,,,0.000207,,
Neil Jordan,Neil,Jordan,,75,,,0.000207,,
John Knowles,John,Knowles,,75,,,0.000207,,
Julius Lester,Julius,Lester,,75,,,0.000207,,
Reina Lewis,Reina,Lewis,,75,,,0.000207,,
Terrence Malick,Terrence,Malick,,75,,,0.000207,,
Christine McMahon,Christine,McMahon,,75,,,0.000207,,
Giorgio Melchiori,Giorgio,Melchiori,,75,,,0.000207,,
Roderick Nash,Roderick,Nash,,75,,,0.000207,,
Barry O.'Connell,Barry,O'Connell,,75,,,0.000207,,
Leslie A. Olsen,Leslie A,Olsen,,75,,,0.000207,,
Joe Orton,Joe,Orton,,75,,,0.000207,,
Jerry Palmer,Jerry,Palmer,,75,,,0.000207,,
Estelle M. Phillips,Estelle M,Phillips,,75,,,0.000207,,
Estelle Phillips,Estelle,Phillips,,75,,,0.000207,,
John Pilling,John,Pilling,,75,,,0.000207,,
D. C. Somervell,D C,Somervell,,75,,,0.000207,,
Brian Stone,Brian,Stone,,75,,,0.000207,,
Barbara Stout,Barbara,Stout,,75,,,0.000207,,
Gottfried Von Strassburg,Gottfried Von,Strassburg,,75,,,0.000207,,
James Runcieman Sutherland,James Runcieman,Sutherland,,75,,,0.000207,,
Julie Taymor,Julie,Taymor,,75,,,0.000207,,
Dale Townshend,Dale,Townshend,,75,,,0.000207,,
Brian K. Vaughan,Brian K,Vaughan,,75,,,0.000207,,
Sue Vice,Sue,Vice,,75,,,0.000207,,
Linda Woodbridge,Linda,Woodbridge,,75,,,0.000207,,
Raymond Macdonald Alden,Raymond Macdonald,Alden,,74,,,0.000204,,
Pamela Arlov,Pamela,Arlov,,74,,,0.000204,,
Andre Bazin,Andre,Bazin,,74,,,0.000204,,
James J. Berg,James J,Berg,,74,,,0.000204,,
Alastair Bonnett,Alastair,Bonnett,,74,,,0.000204,,
David Bromwich,David,Bromwich,,74,,,0.000204,,
W. F. Bryan,W F,Bryan,,74,,,0.000204,,
Matthew Campbell,Matthew,Campbell,,74,,,0.000204,,
John Le Carre,John Le,Carre,,74,,,0.000204,,
Lucille Clifton,Lucille,Clifton,,74,,,0.000204,,
Liam Connell,Liam,Connell,,74,,,0.000204,,
Stephanie Coontz,Stephanie,Coontz,,74,,,0.000204,,
Marcus Cunliffe,Marcus,Cunliffe,,74,,,0.000204,,
Tony Curtis,Tony,Curtis,,74,,,0.000204,,
Germaine Dempster,Germaine,Dempster,,74,,,0.000204,,
Paul Howard Douglas,Paul Howard,Douglas,,74,,,0.000204,,
Lee Edelman,Lee,Edelman,,74,,,0.000204,,
Paul Giles,Paul,Giles,,74,,,0.000204,,
Rodney Huddleston,Rodney,Huddleston,,74,,,0.000204,,
S. S. Hussey,S S,Hussey,,74,,,0.000204,,
Lee M. Jenkins,Lee M,Jenkins,,74,,,0.000204,,
Malcolm V. Jones,Malcolm V,Jones,,74,,,0.000204,,
Elizabeth Kolbert,Elizabeth,Kolbert,,74,,,0.000204,,
Don LePan,Don,LePan,,74,,,0.000204,,
J. W. Lever,J W,Lever,,74,,,0.000204,,
Steven Matthews,Steven,Matthews,,74,,,0.000204,,
Horace Miner,Horace,Miner,,74,,,0.000204,,
Nicholas Mirzoeff,Nicholas,Mirzoeff,,74,,,0.000204,,
Christina Murphy,Christina,Murphy,,74,,,0.000204,,
Serena Nanda,Serena,Nanda,,74,,,0.000204,,
Naomi Shihab Nye,Naomi Shihab,Nye,,74,,,0.000204,,
Paulina Palmer,Paulina,Palmer,,74,,,0.000204,,
Brian Paltridge,Brian,Paltridge,,74,,,0.000204,,
Joy Porter,Joy,Porter,,74,,,0.000204,,
Maureen Quilligan,Maureen,Quilligan,,74,,,0.000204,,
Veronica Roth,Veronica,Roth,,74,,,0.000204,,
Elaine Savory,Elaine,Savory,,74,,,0.000204,,
Susan Schreibman,Susan,Schreibman,,74,,,0.000204,,
Dr Seuss,Dr,Seuss,,74,,,0.000204,,
Neil Simon,Neil,Simon,,74,,,0.000204,,
Judith Dupras Stanford,Judith Dupras,Stanford,,74,,,0.000204,,
Laurel Ulrich,Laurel,Ulrich,,74,,,0.000204,,
Kenneth W. Warren,Kenneth W,Warren,,74,,,0.000204,,
Apollonius,Apollonius,,,74,,,0.000204,,
G. Allen,G,Allen,,73,,,0.000201,,
Dean R. Baldwin,Dean R,Baldwin,,73,,,0.000201,,
Harry M. Benshoff,Harry M,Benshoff,,73,,,0.000201,,
Douglas Biber,Douglas,Biber,,73,,,0.000201,,
Kelly Brandon,Kelly,Brandon,,73,,,0.000201,,
Lisa Cartwright,Lisa,Cartwright,,73,,,0.000201,,
Stefan Collini,Stefan,Collini,,73,,,0.000201,,
Anne Cranny-Francis,Anne,Cranny-Francis,,73,,,0.000201,,
H. D.,H,D,,73,,,0.000201,,
Sui Sin Far,Sui Sin,Far,,73,,,0.000201,,
Richard Phillips Feynman,Richard Phillips,Feynman,,73,,,0.000201,,
Ernest Gellner,Ernest,Gellner,,73,,,0.000201,,
Robert Gittings,Robert,Gittings,,73,,,0.000201,,
Melissa A. Goldthwaite,Melissa A,Goldthwaite,,73,,,0.000201,,
K. L. Goodwin,K L,Goodwin,,73,,,0.000201,,
Helena Grice,Helena,Grice,,73,,,0.000201,,
Liz Hamp-Lyons,Liz,Hamp-Lyons,,73,,,0.000201,,
Michael Hoey,Michael,Hoey,,73,,,0.000201,,
R. Stephen Humphreys,R Stephen,Humphreys,,73,,,0.000201,,
Melanie Jasper,Melanie,Jasper,,73,,,0.000201,,
Thomas H. Johnson,Thomas H,Johnson,,73,,,0.000201,,
Yamuna Kachru,Yamuna,Kachru,,73,,,0.000201,,
Richard Kearney,Richard,Kearney,,73,,,0.000201,,
Richard Kerridge,Richard,Kerridge,,73,,,0.000201,,
Diane Larsen-Freeman,Diane,Larsen-Freeman,,73,,,0.000201,,
Ben Lerner,Ben,Lerner,,73,,,0.000201,,
Simon Malpas,Simon,Malpas,,73,,,0.000201,,
George Oppen,George,Oppen,,73,,,0.000201,,
Manfred Pfister,Manfred,Pfister,,73,,,0.000201,,
Marlene Nourbese Philip,Marlene Nourbese,Philip,,73,,,0.000201,,
Robert D. Putnam,Robert D,Putnam,,73,,,0.000201,,
Mark Rawlinson,Mark,Rawlinson,,73,,,0.000201,,
Faith Ringgold,Faith,Ringgold,,73,,,0.000201,,
Sarah C. E. Ross,Sarah C. E.,Ross,,73,,,0.000201,,
John Scaggs,John,Scaggs,,73,,,0.000201,,
Thomas Schatz,Thomas,Schatz,,73,,,0.000201,,
Roger Scruton,Roger,Scruton,,73,,,0.000201,,
Vikram Seth,Vikram,Seth,,73,,,0.000201,,
Ruth Spack,Ruth,Spack,,73,,,0.000201,,
Sarah Stanbury,Sarah,Stanbury,,73,,,0.000201,,
Alden T. Vaughan,Alden T,Vaughan,,73,,,0.000201,,
Robyn Wiegman,Robyn,Wiegman,,73,,,0.000201,,
Cheng'En Wu,Cheng'En,Wu,,73,,,0.000201,,
Menander,Menander,,,73,,,0.000201,,
Plautus,Plautus,,,73,,,0.000201,,
Henry Abelove,Henry,Abelove,,72,,,0.000198,,
Jane Addams,Jane,Addams,,72,,,0.000198,,
Michèle Aina Barale,Michèle Aina,Barale,,72,,,0.000198,,
Partha Chatterjee,Partha,Chatterjee,,72,,,0.000198,,
Jonathan Crary,Jonathan,Crary,,72,,,0.000198,,
Mircea Eliade,Mircea,Eliade,,72,,,0.000198,,
James Elkins,James,Elkins,,72,,,0.000198,,
David Forgacs,David,Forgacs,,72,,,0.000198,,
Regenia Gagnier,Regenia,Gagnier,,72,,,0.000198,,
Ernesto Galarza,Ernesto,Galarza,,72,,,0.000198,,
Paula Geyh,Paula,Geyh,,72,,,0.000198,,
Judith Guest,Judith,Guest,,72,,,0.000198,,
Joe W. Haldeman,Joe W,Haldeman,,72,,,0.000198,,
Jim Harrison,Jim,Harrison,,72,,,0.000198,,
Harry P. Heseltine,Harry P,Heseltine,,72,,,0.000198,,
Park Honan,Park,Honan,,72,,,0.000198,,
James Hynd,James,Hynd,,72,,,0.000198,,
Nikolaĭ Mikhaĭlovich Karamzin,Nikolaĭ Mikhaĭlovich,Karamzin,,72,,,0.000198,,
Charlie Kaufman,Charlie,Kaufman,,72,,,0.000198,,
Christopher J. Keller,Christopher J,Keller,,72,,,0.000198,,
Laura Kipnis,Laura,Kipnis,,72,,,0.000198,,
Ellen Levine,Ellen,Levine,,72,,,0.000198,,
Todd Lewis,Todd,Lewis,,72,,,0.000198,,
I. E. Mackenzie,I E,Mackenzie,,72,,,0.000198,,
James Macpherson,James,Macpherson,,72,,,0.000198,,
Elaine Tyler May,Elaine Tyler,May,,72,,,0.000198,,
Stephen May,Stephen,May,,72,,,0.000198,,
Claire McEachern,Claire,McEachern,,72,,,0.000198,,
Ann Moseley,Ann,Moseley,,72,,,0.000198,,
Alice Notley,Alice,Notley,,72,,,0.000198,,
Laura Otis,Laura,Otis,,72,,,0.000198,,
Danny Parker,Danny,Parker,,72,,,0.000198,,
Lucy Pearson,Lucy,Pearson,,72,,,0.000198,,
Chaïm Perelman,Chaïm,Perelman,,72,,,0.000198,,
Tony Pinkney,Tony,Pinkney,,72,,,0.000198,,
R. M. Ritter,R M,Ritter,,72,,,0.000198,,
Marlon Bryan Ross,Marlon Bryan,Ross,,72,,,0.000198,,
Shyam Selvadurai,Shyam,Selvadurai,,72,,,0.000198,,
Danzy Senna,Danzy,Senna,,72,,,0.000198,,
John A. Sharp,John A,Sharp,,72,,,0.000198,,
Francis Spufford,Francis,Spufford,,72,,,0.000198,,
Graeme Sullivan,Graeme,Sullivan,,72,,,0.000198,,
Anthea Sutton,Anthea,Sutton,,72,,,0.000198,,
Matthew Sweeney,Matthew,Sweeney,,72,,,0.000198,,
Mariko Tamaki,Mariko,Tamaki,,72,,,0.000198,,
Gordon Taylor,Gordon,Taylor,,72,,,0.000198,,
Sophie Treadwell,Sophie,Treadwell,,72,,,0.000198,,
Victor Watson,Victor,Watson,,72,,,0.000198,,
Anne Terry White,Anne Terry,White,,72,,,0.000198,,
Tim Winton,Tim,Winton,,72,,,0.000198,,
Roberta Alexander,Roberta,Alexander,,71,,,0.000196,,
Gavin Ambrose,Gavin,Ambrose,,71,,,0.000196,,
Ann L. Ardis,Ann L,Ardis,,71,,,0.000196,,
William Baker,William,Baker,,71,,,0.000196,,
Anne Barton,Anne,Barton,,71,,,0.000196,,
John Bayley,John,Bayley,,71,,,0.000196,,
Eve Bearne,Eve,Bearne,,71,,,0.000196,,
Dani Cavallaro,Dani,Cavallaro,,71,,,0.000196,,
C. Clark,C,Clark,,71,,,0.000196,,
Nevill Coghill,Nevill,Coghill,,71,,,0.000196,,
Peter Constantine,Peter,Constantine,,71,,,0.000196,,
Andrew Cowan,Andrew,Cowan,,71,,,0.000196,,
William Coyle,William,Coyle,,71,,,0.000196,,
Edwidge (EDT Danticat,Edwidge (EDT,Danticat,,71,,,0.000196,,
Michael Denning,Michael,Denning,,71,,,0.000196,,
Ernest Christopher Dowson,Ernest Christopher,Dowson,,71,,,0.000196,,
David D. Galloway,David D,Galloway,,71,,,0.000196,,
Jonathan Gibson,Jonathan,Gibson,,71,,,0.000196,,
Joseph Glaser,Joseph,Glaser,,71,,,0.000196,,
Laura Gowing,Laura,Gowing,,71,,,0.000196,,
Antonio Gramsci,Antonio,Gramsci,,71,,,0.000196,,
William Greenslade,William,Greenslade,,71,,,0.000196,,
Sean Griffin,Sean,Griffin,,71,,,0.000196,,
George Frideric Handel,George Frideric,Handel,,71,,,0.000196,,
John O. Hayden,John O,Hayden,,71,,,0.000196,,
M. Hobara,M,Hobara,,71,,,0.000196,,
Jack Hodgins,Jack,Hodgins,,71,,,0.000196,,
Keith Howard,Keith,Howard,,71,,,0.000196,,
Sebastian Junger,Sebastian,Junger,,71,,,0.000196,,
Walter Arnold Kaufmann,Walter Arnold,Kaufmann,,71,,,0.000196,,
Patrick Kavanagh,Patrick,Kavanagh,,71,,,0.000196,,
William Kerrigan,William,Kerrigan,,71,,,0.000196,,
Yasmina Khadra,Yasmina,Khadra,,71,,,0.000196,,
Laura Lunger Knoppers,Laura Lunger,Knoppers,,71,,,0.000196,,
Joann Kozyrev,Joann,Kozyrev,,71,,,0.000196,,
Steve Krug,Steve,Krug,,71,,,0.000196,,
Ang Lee,Ang,Lee,,71,,,0.000196,,
Edna Longley,Edna,Longley,,71,,,0.000196,,
William Lutz,William,Lutz,,71,,,0.000196,,
Ben Marcus,Ben,Marcus,,71,,,0.000196,,
Bill D. Moyers,Bill D,Moyers,,71,,,0.000196,,
A. D. Nuttall,A D,Nuttall,,71,,,0.000196,,
Diana Papaioannou,Diana,Papaioannou,,71,,,0.000196,,
Diane Di Prima,Diane Di,Prima,,71,,,0.000196,,
Raja Rao,Raja,Rao,,71,,,0.000196,,
Janisse Ray,Janisse,Ray,,71,,,0.000196,,
Steve Redhead,Steve,Redhead,,71,,,0.000196,,
Deryn Rees-Jones,Deryn,Rees-Jones,,71,,,0.000196,,
Hayo Reinders,Hayo,Reinders,,71,,,0.000196,,
Colin Arthur Roderick,Colin Arthur,Roderick,,71,,,0.000196,,
Theodore Roosevelt,Theodore,Roosevelt,,71,,,0.000196,,
Charles J. Rzepka,Charles J,Rzepka,,71,,,0.000196,,
Allen Say,Allen,Say,,71,,,0.000196,,
Rainer Schulte,Rainer,Schulte,,71,,,0.000196,,
Bruno Schulz,Bruno,Schulz,,71,,,0.000196,,
Steve Sherwood,Steve,Sherwood,,71,,,0.000196,,
Linda Tuhiwai Smith,Linda Tuhiwai,Smith,,71,,,0.000196,,
Robert C. Solomon,Robert C,Solomon,,71,,,0.000196,,
Derick S. Thomson,Derick S,Thomson,,71,,,0.000196,,
John Tosh,John,Tosh,,71,,,0.000196,,
Monique T. D. Truong,Monique T. D.,Truong,,71,,,0.000196,,
Daniel J. Vitkus,Daniel J,Vitkus,,71,,,0.000196,,
R. Wharton,R,Wharton,,71,,,0.000196,,
Andrew Wiget,Andrew,Wiget,,71,,,0.000196,,
Sherley Anne Williams,Sherley Anne,Williams,,71,,,0.000196,,
Lucinda Becker,Lucinda,Becker,,70,,,0.000193,,
Stephen Brookfield,Stephen,Brookfield,,70,,,0.000193,,
Patricia Clements,Patricia,Clements,,70,,,0.000193,,
Mary Collier,Mary,Collier,,70,,,0.000193,,
Erasmus Darwin,Erasmus,Darwin,,70,,,0.000193,,
Manthia Diawara,Manthia,Diawara,,70,,,0.000193,,
Rudiger Dornbusch,Rudiger,Dornbusch,,70,,,0.000193,,
Stephen Duck,Stephen,Duck,,70,,,0.000193,,
David Duff,David,Duff,,70,,,0.000193,,
Ron Eglash,Ron,Eglash,,70,,,0.000193,,
Deborah Esch,Deborah,Esch,,70,,,0.000193,,
Wolfram Von Eschenbach,Wolfram Von,Eschenbach,,70,,,0.000193,,
Susan Faludi,Susan,Faludi,,70,,,0.000193,,
Fannie Flagg,Fannie,Flagg,,70,,,0.000193,,
Mignon Fogarty,Mignon,Fogarty,,70,,,0.000193,,
Alistair Fox,Alistair,Fox,,70,,,0.000193,,
Margaret Gelling,Margaret,Gelling,,70,,,0.000193,,
Edward Gibbon,Edward,Gibbon,,70,,,0.000193,,
Dagoberto Gilb,Dagoberto,Gilb,,70,,,0.000193,,
Paul Ginsborg,Paul,Ginsborg,,70,,,0.000193,,
Jorie Graham,Jorie,Graham,,70,,,0.000193,,
John Howard Griffin,John Howard,Griffin,,70,,,0.000193,,
Philip Hardie,Philip,Hardie,,70,,,0.000193,,
Linda K. Hughes,Linda K,Hughes,,70,,,0.000193,,
Russell Jackson,Russell,Jackson,,70,,,0.000193,,
Philip K. Jason,Philip K,Jason,,70,,,0.000193,,
Peter Jones,Peter,Jones,,70,,,0.000193,,
Pierre Joris,Pierre,Joris,,70,,,0.000193,,
Daniel Kahneman,Daniel,Kahneman,,70,,,0.000193,,
Mary Karr,Mary,Karr,,70,,,0.000193,,
Omar Khayyam,Omar,Khayyam,,70,,,0.000193,,
Caroline M. Kirkland,Caroline M,Kirkland,,70,,,0.000193,,
Fred Leebron,Fred,Leebron,,70,,,0.000193,,
Theo Van Leeuwen,Theo Van,Leeuwen,,70,,,0.000193,,
Jay Leyda,Jay,Leyda,,70,,,0.000193,,
Kenneth Lincoln,Kenneth,Lincoln,,70,,,0.000193,,
Nathaniel Mackey,Nathaniel,Mackey,,70,,,0.000193,,
Pat Maier,Pat,Maier,,70,,,0.000193,,
Daniel Lamont McDonald,Daniel Lamont,McDonald,,70,,,0.000193,,
Marie Mulvey-Roberts,Marie,Mulvey-Roberts,,70,,,0.000193,,
Patrick D. Murphy,Patrick D,Murphy,,70,,,0.000193,,
N. Y. Metropolitan Museum of Art (New York,N. Y. Metropolitan Museum of Art,New York,,70,,,0.000193,,
Grace Nichols,Grace,Nichols,,70,,,0.000193,,
John Oakland,John,Oakland,,70,,,0.000193,,
Scott O.'Dell,Scott,O'Dell,,70,,,0.000193,,
Mary Orr,Mary,Orr,,70,,,0.000193,,
Anthony Pagden,Anthony,Pagden,,70,,,0.000193,,
Dilys Parkinson,Dilys,Parkinson,,70,,,0.000193,,
Roy Harvey Pearce,Roy Harvey,Pearce,,70,,,0.000193,,
William H. Phillips,William H,Phillips,,70,,,0.000193,,
Elizabeth Prettejohn,Elizabeth,Prettejohn,,70,,,0.000193,,
Alessandra Raengo,Alessandra,Raengo,,70,,,0.000193,,
Suzanne Romaine,Suzanne,Romaine,,70,,,0.000193,,
Andre Schiffrin,Andre,Schiffrin,,70,,,0.000193,,
Muriel Schulz,Muriel,Schulz,,70,,,0.000193,,
Debora K. Shuger,Debora K,Shuger,,70,,,0.000193,,
Robert Silverberg,Robert,Silverberg,,70,,,0.000193,,
Norman Sims,Norman,Sims,,70,,,0.000193,,
Meredith Anne Skura,Meredith Anne,Skura,,70,,,0.000193,,
Igor Stravinsky,Igor,Stravinsky,,70,,,0.000193,,
Douglas Tallack,Douglas,Tallack,,70,,,0.000193,,
Charles Taylor,Charles,Taylor,,70,,,0.000193,,
Jerome Taylor,Jerome,Taylor,,70,,,0.000193,,
Anthony Thwaite,Anthony,Thwaite,,70,,,0.000193,,
William Vesterman,William,Vesterman,,70,,,0.000193,,
Susan Vreeland,Susan,Vreeland,,70,,,0.000193,,
Albrecht Wagner,Albrecht,Wagner,,70,,,0.000193,,
James Walter,James,Walter,,70,,,0.000193,,
Paul Wood,Paul,Wood,,70,,,0.000193,,
W. Royce Adams,W Royce,Adams,,69,,,0.00019,,
Catherine M. S. Alexander,Catherine M. S.,Alexander,,69,,,0.00019,,
Robert Clyde Allen,Robert Clyde,Allen,,69,,,0.00019,,
Keith H. Basso,Keith H,Basso,,69,,,0.00019,,
Ann Beattie,Ann,Beattie,,69,,,0.00019,,
Millicent Bell,Millicent,Bell,,69,,,0.00019,,
Jane Bennett,Jane,Bennett,,69,,,0.00019,,
Shari Benstock,Shari,Benstock,,69,,,0.00019,,
David Bowie,David,Bowie,,69,,,0.00019,,
Marion Zimmer Bradley,Marion Zimmer,Bradley,,69,,,0.00019,,
Paul Brians,Paul,Brians,,69,,,0.00019,,
Joseph Brodsky,Joseph,Brodsky,,69,,,0.00019,,
Eve Bunting,Eve,Bunting,,69,,,0.00019,,
David R. Carter,David R,Carter,,69,,,0.00019,,
William Caxton,William,Caxton,,69,,,0.00019,,
Pierre Corneille,Pierre,Corneille,,69,,,0.00019,,
Bram Dijkstra,Bram,Dijkstra,,69,,,0.00019,,
Brian Doyle,Brian,Doyle,,69,,,0.00019,,
Sharon M. Draper,Sharon M,Draper,,69,,,0.00019,,
Michael Drayton,Michael,Drayton,,69,,,0.00019,,
Richard J. Finneran,Richard J,Finneran,,69,,,0.00019,,
John Miles Foley,John Miles,Foley,,69,,,0.00019,,
Pamela K. Gilbert,Pamela K,Gilbert,,69,,,0.00019,,
Eric H. Glendinning,Eric H,Glendinning,,69,,,0.00019,,
C. C. Goen,C C,Goen,,69,,,0.00019,,
Andrew Goodwin,Andrew,Goodwin,,69,,,0.00019,,
Temple Grandin,Temple,Grandin,,69,,,0.00019,,
Nancy Grant,Nancy,Grant,,69,,,0.00019,,
Trudier Harris,Trudier,Harris,,69,,,0.00019,,
Václav Havel,Václav,Havel,,69,,,0.00019,,
Jeet Heer,Jeet,Heer,,69,,,0.00019,,
Richard Hoggart,Richard,Hoggart,,69,,,0.00019,,
Clare Howell,Clare,Howell,,69,,,0.00019,,
Michael Hulse,Michael,Hulse,,69,,,0.00019,,
Donald Keesey,Donald,Keesey,,69,,,0.00019,,
Thomas P. Klammer,Thomas P,Klammer,,69,,,0.00019,,
Holger Klein,Holger,Klein,,69,,,0.00019,,
John Kucich,John,Kucich,,69,,,0.00019,,
Alison Lee,Alison,Lee,,69,,,0.00019,,
Brian Matthews,Brian,Matthews,,69,,,0.00019,,
Richard Maxwell,Richard,Maxwell,,69,,,0.00019,,
Joseph Hillis Miller,Joseph Hillis,Miller,,69,,,0.00019,,
Michael Moon,Michael,Moon,,69,,,0.00019,,
F. R. Palmer,F R,Palmer,,69,,,0.00019,,
William Palmer,William,Palmer,,69,,,0.00019,,
A. A. Phillips,A A,Phillips,,69,,,0.00019,,
Diana C. Reep,Diana C,Reep,,69,,,0.00019,,
Marlon Riggs,Marlon,Riggs,,69,,,0.00019,,
John Paul Riquelme,John Paul,Riquelme,,69,,,0.00019,,
Carl Sagan,Carl,Sagan,,69,,,0.00019,,
John Scarry,John,Scarry,,69,,,0.00019,,
Richard J. Schoeck,Richard J,Schoeck,,69,,,0.00019,,
Linda M. Shires,Linda M,Shires,,69,,,0.00019,,
John Kennedy Toole,John Kennedy,Toole,,69,,,0.00019,,
David Treuer,David,Treuer,,69,,,0.00019,,
François Truffaut,François,Truffaut,,69,,,0.00019,,
Giuseppe Verdi,Giuseppe,Verdi,,69,,,0.00019,,
Katie Wales,Katie,Wales,,69,,,0.00019,,
George C. Wolfe,George C,Wolfe,,69,,,0.00019,,
Anthony C. Yu,Anthony C,Yu,,69,,,0.00019,,
Susan Zimmerman,Susan,Zimmerman,,69,,,0.00019,,
Peter Abelard,Peter,Abelard,,68,,,0.000187,,
Latifa Al-Zayyat,Latifa,Al-Zayyat,,68,,,0.000187,,
Johann Sebastian Bach,Johann Sebastian,Bach,,68,,,0.000187,,
Sheridan Warner Baker,Sheridan Warnere,Baker,,68,,,0.000187,,
Anna Letitia Aikin Barbauld,Anna Letitia Aikin,Barbauld,,68,,,0.000187,,
Richard Bausch,Richard,Bausch,,68,,,0.000187,,
David Bell,David,Bell,,68,,,0.000187,,
Donna Bennett,Donna,Bennett,,68,,,0.000187,,
Paula Bennett,Paula,Bennett,,68,,,0.000187,,
Robert Boice,Robert,Boice,,68,,,0.000187,,
A. Brah,A,Brah,,68,,,0.000187,,
Sarah Brouillette,Sarah,Brouillette,,68,,,0.000187,,
Russell Brown,Russell,Brown,,68,,,0.000187,,
Alvar Núñez Cabeza De Vaca,Alvar Núñez,Cabeza De Vaca,,68,,,0.000187,,
Neil Campbell,Neil,Campbell,,68,,,0.000187,,
Dipesh Chakrabarty,Dipesh,Chakrabarty,,68,,,0.000187,,
Patrick Chamoiseau,Patrick,Chamoiseau,,68,,,0.000187,,
John Clute,John,Clute,,68,,,0.000187,,
Diane Davies,Diane,Davies,,68,,,0.000187,,
L. A. C. Dobrez,L. A. C.,Dobrez,,68,,,0.000187,,
Lena Dominelli,Lena,Dominelli,,68,,,0.000187,,
Patrick Dunleavy,Patrick,Dunleavy,,68,,,0.000187,,
Martin Duwell,Martin,Duwell,,68,,,0.000187,,
Penelope Eckert,Penelope,Eckert,,68,,,0.000187,,
James Ellroy,James,Ellroy,,68,,,0.000187,,
Betsy Erkkila,Betsy,Erkkila,,68,,,0.000187,,
Alec Fisher,Alec,Fisher,,68,,,0.000187,,
Avrom Fleishman,Avrom,Fleishman,,68,,,0.000187,,
Ian Fleming,Ian,Fleming,,68,,,0.000187,,
Paul Du Gay,Paul Du,Gay,,68,,,0.000187,,
Albert Gelpi,Albert,Gelpi,,68,,,0.000187,,
Alison Gibbons,Alison,Gibbons,,68,,,0.000187,,
Michael Harris,Michael,Harris,,68,,,0.000187,,
Derek Hirst,Derek,Hirst,,68,,,0.000187,,
Phyllis Hodgson,Phyllis,Hodgson,,68,,,0.000187,,
Joy W. Hooton,Joy W,Hooton,,68,,,0.000187,,
Kelly Hurley,Kelly,Hurley,,68,,,0.000187,,
Jim Jarmusch,Jim,Jarmusch,,68,,,0.000187,,
Alice Jenkins,Alice,Jenkins,,68,,,0.000187,,
Charles T. Johnson,Charles T,Johnson,,68,,,0.000187,,
Grahame Johnston,Grahame,Johnston,,68,,,0.000187,,
Amelia Jones,Amelia,Jones,,68,,,0.000187,,
Patrick Jones,Patrick,Jones,,68,,,0.000187,,
S. T. Joshi,S T,Joshi,,68,,,0.000187,,
Francis Katamba,Francis,Katamba,,68,,,0.000187,,
Nikos Kazantzakis,Nikos,Kazantzakis,,68,,,0.000187,,
Nora Okja Keller,Nora Okja,Keller,,68,,,0.000187,,
David Kelley,David,Kelley,,68,,,0.000187,,
James R. Kincaid,James R,Kincaid,,68,,,0.000187,,
Bernard Knox,Bernard,Knox,,68,,,0.000187,,
Allan B. Lefcowitz,Allan B,Lefcowitz,,68,,,0.000187,,
Karín Lesnik-Oberstein,Karín,Lesnik-Oberstein,,68,,,0.000187,,
Chandler Kipling Collection (Library of Congress,Chandler Kipling Collection,Library of Congress,,68,,,0.000187,,
Harriet Kramer Linkin,Harriet Kramer,Linkin,,68,,,0.000187,,
