author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total,dataset
"Gee, Joshua.",Gee,Joshua,,,,,,,,,,1,0.00010591,estc
"Child, Josiah, Sir, 1630-1699.",Child,Josiah,,1630,1699,,,,,,,1,0.00010591,estc
"Forster, Josiah, 1693-1763.",Forster,Josiah,,1693,1763,,,,,,,1,0.00010591,estc
"Wedgwood, Josiah, 1730-1795.",Wedgwood,Josiah,,1730,1795,,,,,,,1,0.00010591,estc
"Dameto, Juan Bautista 1554-1633.",Dameto,Juan Bautista,,1554,1633,,,,,,,1,0.00010591,estc
"Abreu de Galindo, Juan de.",Abreu de Galindo,Juan de,,,,,,,,,,1,0.00010591,estc
"Elhuyar, Juan José de.",Elhuyar,Juan José de,,,,,,,,,,1,0.00010591,estc
"Champion, Judah, 1729-1810.",Champion,Judah,,1729,1810,,,,,,,1,0.00010591,estc
"Drake, Judith, fl. 1696-1707.",Drake,Judith,, fl. 1696,1707,,,,,,,1,0.00010591,estc
"Bate, Julius, 1711-1771.",Bate,Julius,,1711,1771,,,,,,,1,0.00010591,estc
"O'Hara, Kane, 1714?-1782.",O'Hara,Kane,, 1714?,1782,,,,,,,1,0.00010591,estc
"Blomberg, Karl Johann von, Baron.",Blomberg,Karl Johann von,,,,,,,,,,1,0.00010591,estc
"Norland House, Kensington.",Norland House,Kensington,,,,,,,,,,1,0.00010591,estc
"EbÃ¼lgÃ¢zÃ® Bahadir Han, Khan of Khorezm, 1603-1663.",EbÃ¼lgÃ¢zÃ® Bahadir Han,Khan of Khorezm,,1603,1663,,,,,,,1,0.00010591,estc
"James I, King of England, 1566-1625.",James I,King of England,,1566,1625,,,,,,,1,0.00010591,estc
"Charles I, King of England, 1600-1649.",Charles I,King of England,,1600,1649,,,,,,,1,0.00010591,estc
"James II, King of England, 1633-1701.",James II,King of England,,1633,1701,,,,,,,1,0.00010591,estc
"George IV, King of Great Britain, 1762-1830.",George IV,King of Great Britain,,1762,1830,,,,,,,1,0.00010591,estc
"James V, King of Scotland, 1512-1542.",James V,King of Scotland,,1512,1542,,,,,,,1,0.00010591,estc
"Gustav III, King of Sweden, 1746-1792.",Gustav III,King of Sweden,,1746,1792,,,,,,,1,0.00010591,estc
"Ahmet PaÅŸa, KumbaracÄ±baÅŸÄ±, 1675-1747.",Ahmet Paşa,Kumbaracıbaşı,,1675,1747,,,,,,,1,0.00010591,estc
"Menton, L.",Menton,L,,,,,,,,,,1,0.00010591,estc
"Raymond, L., (Londres).",Raymond,L (Londres),,,,,,,,,,1,0.00010591,estc
"Wallace, Lady d. 1803.",Wallace,Lady,,,1803,,,,,,,1,0.00010591,estc
"Karl, Landgraf zu Hessen-Kassel, 1744-1836.",Karl,Landgraf zu Hessen-Kassel,,1744,1836,,,,,,,1,0.00010591,estc
"Taylor, Lauchlan.",Taylor,Lauchlan,,,,,,,,,,1,0.00010591,estc
"Womock, Laurence, 1612-1685.",Womock,Laurence,,1612,1685,,,,,,,1,0.00010591,estc
"Minot, Laurence, 1300?-1352?",Minot,Laurence,, 1300?,1352?,,,,,,,1,0.00010591,estc
"V., P. P. V. Braddon, Laurence, d. 1724.",Braddon,Laurence,,,1724,,,,,,,1,0.00010591,estc
"Halloran, Laurence Hynes, 1766-1831.",Halloran,Laurence Hynes,,1766,1831,,,,,,,1,0.00010591,estc
"Carnot, Lazare, 1753-1823.",Carnot,Lazare,,1753,1823,,,,,,,1,0.00010591,estc
"Mascall, Leonard, d. 1589.",Mascall,Leonard,,,1589,,,,,,,1,0.00010591,estc
"Digges, Leonard, d. 1571?",Digges,Leonard,,,1571?,,,,,,,1,0.00010591,estc
"Dyve, Lewis, Sir, 1599-1669.",Dyve,Lewis,,1599,1669,,,,,,,1,0.00010591,estc
"Jones, Lewis, Vicar of Caldicut.",Jones,Lewis,,,,,,,,,,1,0.00010591,estc
"Robinson, Lewis.",Robinson,Lewis,,,,,,,,,,1,0.00010591,estc
"Tarleton, Lieutenant-General 1754-1833.",Tarleton,Lieutenant-General,,1754,1833,,,,,,,1,0.00010591,estc
"Murray, Lindley, 1745-1826.",Murray,Lindley,,1745,1826,,,,,,,1,0.00010591,estc
"Anderson, Lionel Albert, 1620 (ca.)-1710.",Anderson,Lionel Albert,, 1620 (ca.),1710,,,,,,,1,0.00010591,estc
"Muratori, Lodovico Antonio, 1672-1750.",Muratori,Lodovico Antonio,,1672,1750,,,,,,,1,0.00010591,estc
"Muggleton, Lodowick, 1609-1698.",Muggleton,Lodowick,,1609,1698,,,,,,,1,0.00010591,estc
"Society for the improvement of naval architecture, London.",Society for the improvement of naval architecture,London,,,,,,,,,,1,0.00010591,estc
"Hagen, Lorentz",Hagen,Lorentz,,,,,,,,,,1,0.00010591,estc
"Pignotti, Lorenzo, 1739-1812.",Pignotti,Lorenzo,,1739,1812,,,,,,,1,0.00010591,estc
"Maimbourg, Louis, 1610-1686.",Maimbourg,Louis,,1610,1686,,,,,,,1,0.00010591,estc
"ChenÌier, Louis de, 1722-1795.",ChenÌier,Louis de,,1722,1795,,,,,,,1,0.00010591,estc
"Lévesque de Pouilly, Louis Jean, 1691-1750.",Lévesque de Pouilly,Louis Jean,,1691,1750,,,,,,,1,0.00010591,estc
"Mercier, Louis-Sébastien, 1740-1814.",Mercier,Louis-Sébastien,,1740,1814,,,,,,,1,0.00010591,estc
"Falkland, Lucius Cary, Viscount, 1610?-1643.",Cary,Lucius,, 1610?,1643,,,,,,,1,0.00010591,estc
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.",Seneca,Lucius Annaeus,, ca. 4 B.C.,65 A.D.,,,,,,,1,0.00010591,estc
"Florus, Lucius Annaeus.",Florus,Lucius Annaeus,,,,,,,,,,1,0.00010591,estc
"Columella, Lucius Junius Moderatus.",Columella,Lucius Junius Moderatus,,,,,,,,,,1,0.00010591,estc
"Peacock, Lucy, fl. 1785-1816.",Peacock,Lucy,, fl. 1785,1816,,,,,,,1,0.00010591,estc
"Tansillo, Luigi, 1510-1568.",Tansillo,Luigi,,1510,1568,,,,,,,1,0.00010591,estc
"Abauzit, M. 1679-1767.",Abauzit,M,,1679,1767,,,,,,,1,0.00010591,estc
"Delacroix, M. 1743-1832.",Delacroix,M,,1743,1832,,,,,,,1,0.00010591,estc
"Dawes, M. d. 1829.",Dawes,M,,,1829,,,,,,,1,0.00010591,estc
"Dechaumereix, M.",Dechaumereix,M,,,,,,,,,,1,0.00010591,estc
"Desaubiez, M.",Desaubiez,M,,,,,,,,,,1,0.00010591,estc
"M. T. T., M.",M T T,M,,,,,,,,,,1,0.00010591,estc
"Richer, M.",Richer,M,,,,,,,,,,1,0.00010591,estc
"Calonne, M. de 1734-1802.",Calonne,M de,,1734,1802,,,,,,,1,0.00010591,estc
"Peyssonnel, M. de (Charles), 1727-1790.",Peyssonnel,M de (Charles),,1727,1790,,,,,,,1,0.00010591,estc
"Desfontaines, M. l'abbé 1685-1745.",Desfontaines,M l'abbé,,1685,1745,,,,,,,1,0.00010591,estc
"Bellegarde, M. l'abbé de 1648-1734.",Bellegarde,M l'abbé de,,1648,1734,,,,,,,1,0.00010591,estc
"Monsigny, Madame,",Monsigny,Madame,,,,,,,,,,1,0.00010591,estc
"Gomez, Madame de, 1684-1770.",de Gomez,Madame,,1684,1770,,,,,,,1,0.00010591,estc
"Bourrit, Marc-Théodore, 1739-1819.",Bourrit,Marc-Théodore,,1739,1819,,,,,,,1,0.00010591,estc
"Edgeworth, Maria, 1767-1849.",Edgeworth,Maria,,1767,1849,,,,,,,1,0.00010591,estc
"La Chambre, Marin Cureau de, 1594-1669.",de la Chambre,Marin Cureau,,1594,1669,,,,,,,1,0.00010591,estc
"Elstob, Mark.",Elstob,Mark,,,,,,,,,,1,0.00010591,estc
"Forster, Mark.",Forster,Mark,,,,,,,,,,1,0.00010591,estc
"L'Hospital, marquis de 1661-1704.",de L'Hospital,Marquis,,1661,1704,,,,,,,1,0.00010591,estc
"Sherlock, Martin, ca. 1750-1797.",Sherlock,Martin,, ca. 1750,1797,,,,,,,1,0.00010591,estc
"Gulliver, Martin, pseud.",Gulliver,Martin,,,,,,,,,,1,0.00010591,estc
"Justin, Martyr, Saint.",,Martyr Justin,,,,,,,,,,1,0.00010591,estc
"Astell, Mary, 1668-1731.",Astell,Mary,,1668,1731,,,,,,,1,0.00010591,estc
"Chandler, Mary, 1687-1745.",Chandler,Mary,,1687,1745,,,,,,,1,0.00010591,estc
"Neale, Mary, 1717-1757.",Neale,Mary,,1717,1757,,,,,,,1,0.00010591,estc
"Hamilton, Mary, Lady, 1739-1816.",Hamilton,Mary,,1739,1816,,,,,,,1,0.00010591,estc
"Wollstonecraft, Mary, 1759-1797.",Wollstonecraft,Mary,,1759,1797,,,,,,,1,0.00010591,estc
"Barber, Mary, 1690?-1757.",Barber,Mary,, 1690?,1757,,,,,,,1,0.00010591,estc
"Jones, Mary, -1778.",Jones,Mary,,,1778,,,,,,,1,0.00010591,estc
"Masters, Mary, Mrs., d. 1759?",Masters,Mary,Mrs,,1759?,,,,,,,1,0.00010591,estc
"Hanway, Mary Anne.",Hanway,Mary Anne,,,,,,,,,,1,0.00010591,estc
"Farrer, Mary Goldsmith.",Farrer,Mary Goldsmith,,,,,,,,,,1,0.00010591,estc
"Pray, Mary Jones Airy, 1778-1856.",Pray,Mary Jones Airy,,1778,1856,,,,,,,1,0.00010591,estc
"Chudleigh, Mary Lee, Lady, 1656-1710.",Chudleigh,Mary Lee,,1656,1710,,,,,,,1,0.00010591,estc
"Montagu, Mary Wortley, Lady, 1689-1762.",Montagu,Mary Wortley,,1689,1762,,,,,,,1,0.00010591,estc
"Henry, Matthew, 1662-1714.",Henry,Matthew,,1662,1714,,,,,,,1,0.00010591,estc
"Young, Matthew, Bishop of Clonfert, 1750-1800.",Young,Matthew,,1750,1800,,,,,,,1,0.00010591,estc
"Sutcliffe, Matthew, 1550?-1629.",Sutcliffe,Matthew,, 1550?,1629,,,,,,,1,0.00010591,estc
"Horbery, Matthew, 1706 or 7-1773.",Horbery,Matthew,, 1706 or 7,1773,,,,,,,1,0.00010591,estc
"Carter, Matthew, fl. 1660.",Carter,Matthew,, fl. 1660.,,,,,,,,1,0.00010591,estc
"Smith, Matthew, fl. 1696.",Smith,Matthew,, fl. 1696.,,,,,,,,1,0.00010591,estc
"Pilkington, Matthew, d. 1774.",Pilkington,Matthew,,,1774,,,,,,,1,0.00010591,estc
"Rokeby, Matthew Robinson-Morris, Baron, 1713-1800.",Rokeby,Matthew Robinson-Morris,,1713,1800,,,,,,,1,0.00010591,estc
"Duncan, Matthew.",Duncan,Matthew,,,,,,,,,,1,0.00010591,estc
"Shelton, Maurice, 1683-1749.",Shelton,Maurice,,1683,1749,,,,,,,1,0.00010591,estc
"Morgann, Maurice, 1726-1802.",Morgann,Maurice,,1726,1802,,,,,,,1,0.00010591,estc
"Margarot, Maurice, d. 1816.",Margarot,Maurice,,,1816,,,,,,,1,0.00010591,estc
"Marmet, Melchior de, seigneur de Valcroissant.",de Marmet,Melchior,,,,,,,,,,1,0.00010591,estc
"Drayton, Michael, 1563-1631.",Drayton,Michael,,1563,1631,,,,,,,1,0.00010591,estc
"Maittaire, Michael, 1668-1747.",Maittaire,Michael,,1668,1747,,,,,,,1,0.00010591,estc
"Taylor, Michael, 1756-1789.",Taylor,Michael,,1756,1789,,,,,,,1,0.00010591,estc
"Arne, Michael, 1741?-1786.",Arne,Michael,, 1741?,1786,,,,,,,1,0.00010591,estc
"Altham, Michael.",Altham,Michael,,,,,,,,,,1,0.00010591,estc
"Dorset, Michael.",Dorset,Michael,,,,,,,,,,1,0.00010591,estc
"Adanson, Michel, 1727-1806.",Adanson,Michel,,1727,1806,,,,,,,1,0.00010591,estc
"Bestuzhev-Ryumin, Mikhail Petrovich, graf, 1688-1760.",Bestuzhev-Ryumin,Mikhail Petrovich,,1688,1760,,,,,,,1,0.00010591,estc
"Andrews, Miles Peter, d. 1814.",Andrews,Miles Peter,,,1814,,,,,,,1,0.00010591,estc
"Marcus, Moses, b. 1701.",Marcus,Moses,,1701,,,,,,,,1,0.00010591,estc
"Oldmixon, Mr. 1673-1742.",Oldmixon,Mr,,1673,1742,,,,,,,1,0.00010591,estc
"Theobald, Mr. 1688-1744.",Theobald,Mr,,1688,1744,,,,,,,1,0.00010591,estc
"Hook, Mr. 1746-1827.",Hook,Mr,,1746,1827,,,,,,,1,0.00010591,estc
"Cunn, Mr.",Cunn,Mr,,,,,,,,,,1,0.00010591,estc
"O'Connor, Mr.",O'Connor,Mr,,,,,,,,,,1,0.00010591,estc
"Trimmer, Mrs. 1741-1810.",Trimmer,,Mrs,1741,1810,,,,,,,1,0.00010591,estc
"Barbauld, Mrs. 1743-1825.",Barbauld,,Mrs,1743,1825,,,,,,,1,0.00010591,estc
"Inchbald, Mrs., 1753-1821.",Inchbald,,Mrs,1753,1821,,,,,,,1,0.00010591,estc
"Hughes, Mrs. fl. 1784-1816.",Hughes,,Mrs,fl. 1784-1816.,,,,,,,,1,0.00010591,estc
"Fulhame, Mrs.",Fulhame,,Mrs,,,,,,,,,1,0.00010591,estc
"Cooper, Mrs. fl. 1737.",Cooper,,Mrs,fl. 1737.,,,,,,,,1,0.00010591,estc
"Campbell, Mungo, 1712-1770,",Campbell,Mungo,,1712,1770,,,,,,,1,0.00010591,estc
"Murray, Mungo, d. 1770.",Murray,Mungo,,,1770,,,,,,,1,0.00010591,estc
"SaliÌ„m AllaÌ„h, MunshiÌ„.",SaliÌ„m AllaÌ„h,MunshiÌ„,,,,,,,,,,1,0.00010591,estc
"Davies, Myles, 1662-1716?",Davies,Myles,,1662,1716?,,,,,,,1,0.00010591,estc
"Tate, Nahum, 1652-1715.",Tate,Nahum,,1652,1715,,,,,,,1,0.00010591,estc
"Ziya al-Din, Nakhshabi.",Ziya al-Din,Nakhshabi,,,,,,,,,,1,0.00010591,estc
"Ellison, Nathanael, 1656 or 7-1721.",Ellison,Nathanael,, 1656 or 7,1721,,,,,,,1,0.00010591,estc
"Culverwel, Nathanael, d. 1651?",Culverwel,Nathanael,,,1651?,,,,,,,1,0.00010591,estc
"Torriano, Nathanael, the elder.",Torriano,Nathanael,,,,,,,,,,1,0.00010591,estc
"Hardy, Nathaniel, 1618-1670.",Hardy,Nathaniel,,1618,1670,,,,,,,1,0.00010591,estc
"Appleton, Nathaniel, 1693-1784.",Appleton,Nathaniel,,1693,1784,,,,,,,1,0.00010591,estc
"Lee, Nathaniel, 1653?-1692.",Lee,Nathaniel,, 1653?,1692,,,,,,,1,0.00010591,estc
"Woodes, Nathaniel, fl. 1580.",Woodes,Nathaniel,, fl. 1580.,,,,,,,,1,0.00010591,estc
"Hammond, Nathaniel, -1776.",Hammond,Nathaniel,,,1776,,,,,,,1,0.00010591,estc
"Hammond, Nathaniel",Hammond,Nathaniel,,,,,,,,,,1,0.00010591,estc
"Marchant, Nathaniel.",Marchant,Nathaniel,,,,,,,,,,1,0.00010591,estc
"Newnham, Nathaniel.",Newnham,Nathaniel,,,,,,,,,,1,0.00010591,estc
"Strong, Nathaniel.",Strong,Nathaniel,,,,,,,,,,1,0.00010591,estc
"Cent, Nehemia.",Cent,Nehemia,,,,,,,,,,1,0.00010591,estc
"Venuti, NiccolÃ² Marcello, marchese, 1700-1755.",Venuti,Niccolò Marcello,,1700,1755,,,,,,,1,0.00010591,estc
"Saunderson, Nicholas, 1682-1739.",Saunderson,Nicholas,,1682,1739,,,,,,,1,0.00010591,estc
"Robinson, Nicholas, 1697?-1775.",Robinson,Nicholas,, 1697?,1775,,,,,,,1,0.00010591,estc
"Yonge, Nicholas, d. 1619,",Yonge,Nicholas,,,1619,,,,,,,1,0.00010591,estc
"Bernard, Nicholas, d. 1661.",Bernard,Nicholas,,,1661,,,,,,,1,0.00010591,estc
"Nipclose, Nicholas, Sir, baronet.",Nipclose,Nicholas,,,,,,,,,,1,0.00010591,estc
"Perrault, Nicholas",Perrault,Nicholas,,,,,,,,,,1,0.00010591,estc
"Vilant, Nicolas, d. 1807.",Vilant,Nicolas,,,1807,,,,,,,1,0.00010591,estc
"Trublet, Nicolas-Charles-Joseph, Abbé, 1697-1770.",Trublet,Nicolas-Charles-Joseph,,1697,1770,,,,,,,1,0.00010591,estc
"Knatchbull, Norton, Sir, 1602-1685.",Knatchbull,Norton,,1602,1685,,,,,,,1,0.00010591,estc
"Sedgwick, Obadiah, 1600?-1658.",Sedgwick,Obadiah,, 1600?,1658,,,,,,,1,0.00010591,estc
"Caradoc, of Llancarvan, d. 1147?",Caradoc,of Llancarvan,,,1147?,,,,,,,1,0.00010591,estc
"Bion, of Phlossa near Smyrna",Bion,of Phlossa near Smyrna,,,,,,,,,,1,0.00010591,estc
"Blackall, Offspring, 1654-1716.",Blackall,Offspring,,1654,1716,,,,,,,1,0.00010591,estc
"Sansom, Oliver, 1636-1710.",Sansom,Oliver,,1636,1710,,,,,,,1,0.00010591,estc
"Tholén, Olle.",Tholén,Olle,,,,,,,,,,1,0.00010591,estc
"Dykes, Oswald, 1670?-1728.",Dykes,Oswald,, 1670?,1728,,,,,,,1,0.00010591,estc
"Croll, Oswald, approximately 1560-1609.",Croll,Oswald,, approximately 1560,1609,,,,,,,1,0.00010591,estc
"Heginbothom, Ottiwell, 1744-1768.",Heginbothom,Ottiwell,,1744,1768,,,,,,,1,0.00010591,estc
"Great Britain. Parliament. House of Commons. Committee on Petition of the Churchwardens, Overseers of the Poor, and Inhabitants of the Several Parishes in County of Middlesex.",Great Britain Parliament House of Commons Committee on Petition of the Churchwardens,Overseers of the Poor,,,,,,,,,,1,0.00010591,estc
"Ruffhead, Owen, 1723-1769.",Ruffhead,Owen,,1723,1769,,,,,,,1,0.00010591,estc
"Felltham, Owen, 1602?-1668.",Felltham,Owen,, 1602?,1668,,,,,,,1,0.00010591,estc
"Paruta, Paolo, 1540-1598.",Paruta,Paolo,,1540,1598,,,,,,,1,0.00010591,estc
"Sarpi, Paolo, 1552-1623.",Sarpi,Paolo,,1552,1623,,,,,,,1,0.00010591,estc
"Abercromby, Patrick, 1656-1716?",Abercromby,Patrick,,1656,1716?,,,,,,,1,0.00010591,estc
"Clason, Patrick.",Clason,Patrick,,,,,,,,,,1,0.00010591,estc
"Nisbet, Patrick.",Nisbet,Patrick,,,,,,,,,,1,0.00010591,estc
"Hoste, Paul, 1652-1700.",Hoste,Paul,,1652,1700,,,,,,,1,0.00010591,estc
"Dudley, Paul, 1675-1751.",Dudley,Paul,,1675,1751,,,,,,,1,0.00010591,estc
"Heylyn, Peter, 1600-1662.",Heylyn,Peter,,1600,1662,,,,,,,1,0.00010591,estc
"Du Moulin, Peter, 1601-1684.",Du Moulin,Peter,,1601,1684,,,,,,,1,0.00010591,estc
"Drake, Peter, b. 1671.",Drake,Peter,,1671,,,,,,,,1,0.00010591,estc
"Annet, Peter, 1693-1769.",Annet,Peter,,1693,1769,,,,,,,1,0.00010591,estc
"Oliver, Peter, 1713-1791.",Oliver,Peter,,1713,1791,,,,,,,1,0.00010591,estc
"Whitney, Peter, 1744-1816.",Whitney,Peter,,1744,1816,,,,,,,1,0.00010591,estc
"Peckard, Peter, 1718?-1797.",Peckard,Peter,, 1718?,1797,,,,,,,1,0.00010591,estc
"Labilliere, Peter,",Labilliere,Peter,,,,,,,,,,1,0.00010591,estc
"Bruce, Peter Henry, 1692-1757.",Bruce,Peter Henry,,1692,1757,,,,,,,1,0.00010591,estc
"Layng, Peter.",Layng,Peter,,,,,,,,,,1,0.00010591,estc
"Sidney, Philip, Sir, 1554-1586.",Sidney,Philip,,1554,1586,,,,,,,1,0.00010591,estc
"Warwick, Philip, Sir, 1609-1683.",Warwick,Philip,,1609,1683,,,,,,,1,0.00010591,estc
"Bearcroft, Philip, 1697-1761.",Bearcroft,Philip,,1697,1761,,,,,,,1,0.00010591,estc
"Furneaux, Philip, 1726-1783.",Furneaux,Philip,,1726,1783,,,,,,,1,0.00010591,estc
"Gibbs, Philip, fl 1740.",Gibbs,Philip,, fl 1740.,,,,,,,,1,0.00010591,estc
"Gibbs, Philip, fl. 1715-1740.",Gibbs,Philip,, fl. 1715-1740.,,,,,,,,1,0.00010591,estc
"Luckombe, Philip, d. 1803.",Luckombe,Philip,,,1803,,,,,,,1,0.00010591,estc
"Smyth, Philip.",Smyth,Philip,,,,,,,,,,1,0.00010591,estc
"La Hire, Philippe de, 1640-1718.",La Hire,Philippe de,,1640,1718,,,,,,,1,0.00010591,estc
"Limborch, Philippus van, 1633-1712.",Limborch,Philippus van,,1633,1712,,,,,,,1,0.00010591,estc
"Gretton, Phillips, 1677 or 8-1746.",Gretton,Phillips,, 1677 or 8,1746,,,,,,,1,0.00010591,estc
"Fletcher, Phineas, 1582-1650.",Fletcher,Phineas,,1582,1650,,,,,,,1,0.00010591,estc
"Jurieu, Pierre, 1637-1713.",Jurieu,Pierre,,1637,1713,,,,,,,1,0.00010591,estc
"Poivre, Pierre, 1719-1786.",Poivre,Pierre,,1719,1786,,,,,,,1,0.00010591,estc
"Desmaizeaux, Pierre, 1673?-1745.",Desmaizeaux,Pierre,, 1673?,1745,,,,,,,1,0.00010591,estc
"Danet, Pierre, approximately 1650-1709.",Danet,Pierre,, approximately 1650,1709,,,,,,,1,0.00010591,estc
"Lambert de Saumery, Pierre, b. ca. 1690.",Lambert de Saumery,Pierre,,ca. 1690.,,,,,,,,1,0.00010591,estc
"La MartiniÃ¨re, Pierre Martin de, 1634-1690.",La MartiniÃ¨re,Pierre Martin de,,1634,1690,,,,,,,1,0.00010591,estc
"Malouet, Pierre Victor, baron, 1740-1814.",Malouet,Pierre Victor,,1740,1814,,,,,,,1,0.00010591,estc
"Clement I, Pope.",Clement I,Pope,,,,,,,,,,1,0.00010591,estc
"Barbon, Praisegod, 1596?-1679.",Barbon,Praisegod,, 1596?,1679,,,,,,,1,0.00010591,estc
"Rupert, Prince, Count Palatine, 1619-1682.",Count Palatine,Prince Rupert,,1619,1682,,,,,,,1,0.00010591,estc
"Civis, pseud.",Civis,pseud,,,,,,,,,,1,0.00010591,estc
"Father of Candor, pseud.",Father of Candor,pseud,,,,,,,,,,1,0.00010591,estc
"Philo Strategos, pseud.",Philo Strategos,pseud,,,,,,,,,,1,0.00010591,estc
"Philo-Africanus, pseud.",Philo-Africanus,pseud,,,,,,,,,,1,0.00010591,estc
"Philolethes, pseud.",Philolethes,pseud,,,,,,,,,,1,0.00010591,estc
"Craufurd, Q. 1743-1819.",Craufurd,Q,,1743,1819,,,,,,,1,0.00010591,estc
"Lovett, R. 1692-1780.",Lovett,R,,1692,1780,,,,,,,1,0.00010591,estc
"Bentley, R. 1708-1782.",Bentley,R,,1708,1782,,,,,,,1,0.00010591,estc
"Schomberg, R. 1714-1792.",Schomberg,R,,1714,1792,,,,,,,1,0.00010591,estc
"Anderson, R. 1770-1833.",Anderson,R,,1770,1833,,,,,,,1,0.00010591,estc
"Andrewes, R., 17th cent.",Andrewes,R,, 17th cent.,,,,,,,,1,0.00010591,estc
"Bruges, R., fl. 1713-1726.",Bruges,R,, fl. 1713,1726,,,,,,,1,0.00010591,estc
"Turner, R. 1723 or 4-1791.",Turner,R,,1723 or 4,1791,,,,,,,1,0.00010591,estc
"Johnson, R. 1733 or 4-1793.",Johnson,R,,1733 or 4,1793,,,,,,,1,0.00010591,estc
"Brookes, R. fl. 1721-1763.",Brookes,R,,fl. 1721-1763.,,,,,,,,1,0.00010591,estc
"Roberts, R., Miss., d. 1788.",Roberts,R,,,1788,,,,,,,1,0.00010591,estc
"Alderson, R.",Alderson,R,,,,,,,,,,1,0.00010591,estc
"Barnes, R.",Barnes,R,,,,,,,,,,1,0.00010591,estc
"Casway, R.",Casway,R,,,,,,,,,,1,0.00010591,estc
"Dyer, R.",Dyer,R,,,,,,,,,,1,0.00010591,estc
"Harris, R.",Harris,R,,,,,,,,,,1,0.00010591,estc
"Wiseman, R.",Wiseman,R,,,,,,,,,,1,0.00010591,estc
"Banks, R. R.",Banks,R R,,,,,,,,,,1,0.00010591,estc
"TulÄj, Rajah of Tanjore.",TulÄj,Rajah of Tanjore,,,,,,,,,,1,0.00010591,estc
"Brooke, Ralph, 1553-1625.",Brooke,Ralph,,1553,1625,,,,,,,1,0.00010591,estc
"Cudworth, Ralph, 1617-1688.",Cudworth,Ralph,,1617,1688,,,,,,,1,0.00010591,estc
"Bigland, Ralph, 1711-1784.",Bigland,Ralph,,1711,1784,,,,,,,1,0.00010591,estc
"Dodd, Ralph, 1756-1822.",Dodd,Ralph,,1756,1822,,,,,,,1,0.00010591,estc
"Leycester, Ralph.",Leycester,Ralph,,,,,,,,,,1,0.00010591,estc
"Morris, Ralph.",Morris,Ralph,,,,,,,,,,1,0.00010591,estc
"Weld, Rev.",Weld,Rev,,,,,,,,,,1,0.00010591,estc
"Baker, Richard, Sir, 1568-1645.",Baker,Richard,,1568,1645,,,,,,,1,0.00010591,estc
"Zouch, Richard, 1590-1661.",Zouch,Richard,,1590,1661,,,,,,,1,0.00010591,estc
"Bulstrode, Richard, Sir, 1610-1711.",Bulstrode,Richard,,1610,1711,,,,,,,1,0.00010591,estc
"Gilpin, Richard, 1625-1700.",Gilpin,Richard,,1625,1700,,,,,,,1,0.00010591,estc
"Simon, Richard, 1638-1712.",Simon,Richard,,1638,1712,,,,,,,1,0.00010591,estc
"Cox, Richard, 1650-1733.",Cox,Richard,,1650,1733,,,,,,,1,0.00010591,estc
"Estcourt, Richard, 1668-1712.",Estcourt,Richard,,1668,1712,,,,,,,1,0.00010591,estc
"Newton, Richard, 1676-1753.",Newton,Richard,,1676,1753,,,,,,,1,0.00010591,estc
"Rawlinson, Richard, 1690-1755.",Rawlinson,Richard,,1690,1755,,,,,,,1,0.00010591,estc
"Challoner, Richard, 1691-1781.",Challoner,Richard,,1691,1781,,,,,,,1,0.00010591,estc
"Winter, Richard, 1720-1799.",Winter,Richard,,1720,1799,,,,,,,1,0.00010591,estc
"Parry, Richard, 1722-1780.",Parry,Richard,,1722,1780,,,,,,,1,0.00010591,estc
"Barton, Richard, b. 1722.",Barton,Richard,,1722,,,,,,,,1,0.00010591,estc
"Onely, Richard, 1723-1787.",Onely,Richard,,1723,1787,,,,,,,1,0.00010591,estc
"Gifford, Richard, 1725-1807.",Gifford,Richard,,1725,1807,,,,,,,1,0.00010591,estc
"Farmer, Richard, 1735-1797.",Farmer,Richard,,1735,1797,,,,,,,1,0.00010591,estc
"Gough, Richard, 1735-1809.",Gough,Richard,,1735,1809,,,,,,,1,0.00010591,estc
"Beatniffe, Richard, 1740-1818.",Beatniffe,Richard,,1740,1818,,,,,,,1,0.00010591,estc
"Hole, Richard, 1746-1803.",Hole,Richard,,1746,1803,,,,,,,1,0.00010591,estc
"Fowler, Richard, 1765-1863.",Fowler,Richard,,1765,1863,,,,,,,1,0.00010591,estc
"Knolles, Richard, 1550?-1610.",Knolles,Richard,, 1550?,1610,,,,,,,1,0.00010591,estc
"Hooker, Richard, 1553 or 4-1600.",Hooker,Richard,, 1553 or 4,1600,,,,,,,1,0.00010591,estc
"Vines, Richard, 1600?-1656.",Vines,Richard,, 1600?,1656,,,,,,,1,0.00010591,estc
"Perrinchief, Richard, 1623?-1673.",Perrinchief,Richard,, 1623?,1673,,,,,,,1,0.00010591,estc
"Izacke, Richard, 1624?-1698.",Izacke,Richard,, 1624?,1698,,,,,,,1,0.00010591,estc
"Leigh, Richard, 1649 or 50-1728.",Leigh,Richard,, 1649 or 50,1728,,,,,,,1,0.00010591,estc
"Helsham, Richard, 1682?-1738.",Helsham,Richard,, 1682?,1738,,,,,,,1,0.00010591,estc
"Warner, Richard, 1713?-1775.",Warner,Richard,, 1713?,1775,,,,,,,1,0.00010591,estc
